,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
0,11,0.2968902357,-0.1224590984419077,-0.1223348309525356,0.2746997579869151,-0.0942241538128826,-0.2708098594766826,0.0985837950303782,3.07157839792e-05,5.11240852483e-05,4.62188619353e-05,7.66575248476e-05,4.31788019659e-05,5.04661996599e-05,0.0899364236169155,0.0898497776830981,-0.2828384263654316,-0.0618554594732199,-0.2893885354957577,-0.0690484342206727,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
1,0,0.29708827,-0.1238426323468216,-0.1237201524652909,0.2751103447957822,-0.0945690118195141,-0.2757618991271241,0.0938064857798239,2.92398554987e-05,4.94090431036e-05,4.27071999261e-05,6.73637477543e-05,3.80168608079e-05,4.2914069715e-05,0.0972803196633219,0.0971570262050447,-0.291111462037443,-0.0697939679320234,-0.29008897694817,-0.0686542960449654,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
2,1,0.3032008223,-0.1238426323468216,-0.1237201524652909,0.2751103447957822,-0.0945690118195141,-0.2757618991271241,0.0938064857798239,2.92398554987e-05,4.94090431036e-05,4.27071999261e-05,6.73637477543e-05,3.80168608079e-05,4.2914069715e-05,0.0972803196633219,0.0971570262050447,-0.291111462037443,-0.0697939679320234,-0.29008897694817,-0.0686542960449654,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
3,12,0.3009732336,-0.1214912781711141,-0.1213493755840612,0.2738351330740388,-0.0930292827961461,-0.2706582187014224,0.0969907758498415,6.68848567959e-05,0.000107446298102,8.24711189774e-05,0.0001365531121239,8.66007515778e-05,9.3444488995e-05,0.0891543336001392,0.0890545666948029,-0.2818448190265728,-0.0632888802349179,-0.2888599619285876,-0.071270444300636,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
4,2,0.3108271217,-0.1236585866354672,-0.1235296608615531,0.2739624070919419,-0.0944784609848152,-0.2761550788138664,0.0919369217351495,6.16232652116e-05,0.0001013856356785,7.73223498186e-05,0.0001193050291162,8.14436735657e-05,8.20355311799e-05,0.0992311228297903,0.0990663141129236,-0.2945385119938208,-0.0751228161366524,-0.290804538179488,-0.0709657842471648,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
5,13,0.3044915843,-0.1201511272363936,-0.1199923379549565,0.2729020376937936,-0.0918509057785041,-0.2688424698598677,0.097070392469177,9.02756501246e-05,0.0001489345454365,0.0001127635361227,0.0001591290635492,0.0001281528447628,0.0001326492796164,0.0860931150175794,0.0859907534074108,-0.2783321952959848,-0.0622044570242005,-0.2881142823500294,-0.073408284951499,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
6,3,0.3200322487,-0.1236383674702283,-0.1235158494593658,0.2728405779672969,-0.0945749973450065,-0.2763801520319422,0.0903413411749868,8.8987673429e-05,0.0001481025817844,0.0001120091658268,0.0001600652539213,0.0001333883269636,0.0001219325505088,0.1013051392509339,0.1010995623217346,-0.2981994291825552,-0.0804427953121815,-0.2915612538929974,-0.0729723545035398,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
7,14,0.3076574861,-0.1187605753785481,-0.1185785936897054,0.272146637270671,-0.090419906296566,-0.267338412457762,0.0968518432420861,0.0001078737894952,0.0001839118647267,0.0001545864880906,0.0001894621497068,0.0001611916958361,0.0001638065058529,0.0829908851227835,0.0828856049856218,-0.2744123342346172,-0.0607514583363709,-0.2870713411813705,-0.0753140725093636,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
8,4,0.3303011921,-0.1237223539379491,-0.1236084414559155,0.2717530695115585,-0.0947627001022582,-0.2764738149027389,0.0889351932425379,0.0001208935102773,0.0001998333231019,0.0001420812110052,0.0002093528668064,0.0001844346578802,0.0001580752302749,0.103468864877778,0.1032205240502208,-0.3019838607060577,-0.0857283678869797,-0.2923422785003491,-0.0747438226084056,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
9,15,0.3098500796,-0.1173353032383964,-0.1171286310465947,0.2715094713533139,-0.0888249814706974,-0.2660761227868732,0.0964558112352225,0.0001299910713087,0.0002241761849317,0.0001904804755013,0.0002012056103899,0.0001968504437401,0.0001953041366505,0.0799039216305599,0.0798015198571794,-0.2702108389674222,-0.0590578479100478,-0.285824921942898,-0.0770155732087655,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
