scan_point,dihedral,close_range,mid_range,far_range,total,rmsd_atoms,rmsd_charges,path,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
water0_bi_1_3_2_new,new,1.21136225,0.5567277522,0.3242498959,0.8265137425,0.15059040980040977,0.21034854881622606,/home/boittier/FDCM/water0_bi/water0_bi_1_3_2_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_2_1_2_new,new,1.161169941,0.5522540211,0.317331175,0.794390673,0.10796610071409576,0.15001918520092067,/home/boittier/FDCM/water0_bi/water0_bi_2_1_2_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_1_3_1_new,new,3.927774363,2.123340705,1.277177049,2.800775233,0.4018869029850387,0.688616727284639,/home/boittier/FDCM/water0_bi/water0_bi_1_3_1_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_1_1_1_new,new,2.643703892,1.22617989,0.6270927117,1.783408993,0.4117690086481503,0.6553201702981294,/home/boittier/FDCM/water0_bi/water0_bi_1_1_1_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_1_2_3_new,new,2.617024906,1.33082551,0.7168184598,1.816438759,0.28509351524901433,0.4881592074975356,/home/boittier/FDCM/water0_bi/water0_bi_1_2_3_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_3_2_2_new,new,1.341520763,0.5865086343,0.3153350354,0.9076258187,0.11315388522417849,0.16041754941325836,/home/boittier/FDCM/water0_bi/water0_bi_3_2_2_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_2_2_2_new,new,1.007961201,0.3659693515,0.1557579602,0.6521815615,0.0,0.0,/home/boittier/FDCM/water0_bi/water0_bi_2_2_2_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_2_3_3_new,new,2.562203226,1.193724534,0.5425487626,1.745043882,0.3316341121254063,0.5271257094231581,/home/boittier/FDCM/water0_bi/water0_bi_2_3_3_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_3_1_2_new,new,1.356984532,0.64203181,0.3689385373,0.9322253317,0.15059040980040977,0.2106065923293567,/home/boittier/FDCM/water0_bi/water0_bi_3_1_2_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_bi_3_1_1_new,new,4.005580517,2.15211681,1.275754008,2.849376235,0.4018869029850387,0.6390465765872679,/home/boittier/FDCM/water0_bi/water0_bi_3_1_1_new,0.1327380097750821,0.2338288158331229,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-1.00434866775e-05,-1.17616668103e-05,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
