,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
0,21,0.3128432658,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
1,0,0.3128432658,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
2,22,0.3597199101,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
3,1,0.3461601226,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
4,23,0.4640483471,-0.1242232162150995,-0.1241153530042475,0.2763858312713349,-0.0947593590056063,-0.2763858312713349,0.0947593590056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925812,-0.2891550266687398,-0.0657188307925812,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
5,2,0.4409895271,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056063,-0.276385831271335,0.0947593590056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983782,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
6,24,0.5969107809,-0.1242232162150995,-0.1241153530042475,0.2763858312713349,-0.0947593590056063,-0.2763858312713349,0.0947593590056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925812,-0.2891550266687398,-0.0657188307925812,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
7,3,0.5662589256,-0.1242232162150995,-0.1241153530042474,0.276385831271335,-0.0947593590056063,-0.276385831271335,0.0947593590056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983782,0.0967597547384391,-0.2891550266687398,-0.0657188307925812,-0.2891550266687398,-0.0657188307925812,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
8,25,0.7436531309,-0.1242232162150996,-0.1241153530042475,0.2763858312713348,-0.0947593590056063,-0.2763858312713348,0.0947593590056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
9,4,0.7053359585,-0.1242232162150994,-0.1241153530042474,0.2763858312713349,-0.0947593590056064,-0.2763858312713349,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925812,-0.2891550266687398,-0.0657188307925812,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
