scan_point,dihedral,close_range,mid_range,far_range,total,rmsd_atoms,rmsd_charges,path,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,x_c13,x_c14,x_c15,x_c16,x_c17,x_c18,x_c19,x_c20,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,y_c13,y_c14,y_c15,y_c16,y_c17,y_c18,y_c19,y_c20,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,z_c13,z_c14,z_c15,z_c16,z_c17,z_c18,z_c19,z_c20,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12,q_c13,q_c14,q_c15,q_c16,q_c17,q_c18,q_c19,q_c20
0_0,-179.98651333261662,0.7964162726,0.1483452533,0.05701339195,0.3856774129,1.8039638937022157e-06,3.346364223389196e-06,../fbuta-c_1,0.0271984565190999,0.1028048081611539,0.375359630545491,0.0336457010611655,0.2563743936134169,0.1011331318646141,0.0297640749502886,0.090941148052978,0.0474153226095593,0.2263186640735182,0.2005791463316107,0.0344599067506492,0.034828358713431,0.0011218927728883,0.1206948398162112,0.2581489303297531,0.0923177418099373,0.1996733732285258,0.2308439914601101,0.0218175340267482,0.037160073797582,-0.0450243346213317,0.2923703842674945,-0.1822764355217214,-0.0110070913387004,-0.3289978021751243,0.1261682519451062,-0.0163093213716107,0.0397428669405846,0.0585278311054002,0.0842525704631265,0.0998850449867651,0.0064671299408491,-0.0024864713939498,0.0786092634955532,0.2419184635780349,-0.4185797386499195,0.0130189249724065,-0.5144377957588975,0.489680424657797,-5.66462349802e-05,0.0045553282255522,0.3788074081983308,0.3139069444516583,0.3124058910728139,-0.188491350409054,0.3210080346028974,0.2906848283010076,0.2435969480873001,-0.5502758555222833,-0.1987845403567878,-0.4262998675833639,-0.3289609996468594,0.42893567757119,0.0417106334445919,-0.3512905158974372,-0.1782909986819021,-0.1999453221352734,0.3959823597016032,-0.0956064304444764,-0.0748287649621866,0.184704114604868,-0.1492128205201025,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
12_13,-60.01334220690688,2.424433746,1.428715494,0.8939150063,1.497630153,3.6715534276874617,4.733829648284093,../fbuta-c_1/12_13,1.3327209797946429,0.5031305288453974,0.9874179748242409,-0.4119977701121472,0.9704108577025282,0.1558017043128538,0.7394987308455101,0.365787328264183,0.5818287577602972,-0.2719556310499324,-0.2030730432435695,-0.7539102561175227,0.1128629138258081,-0.7747884074411147,-0.9291418526541081,-0.8661593310857201,-0.4159848002315106,1.1368141539606829,0.8779723117779528,-0.275931989764752,-0.8019109304948381,1.3632815794642175,-0.3668231821572205,-0.1783331863463983,0.0798245578125439,-0.0081672627595516,-0.2025490343290797,1.3205554917882336,0.4689554410629734,-0.3685237916223415,0.2429796697174621,0.2728503349126282,-0.3010677824497028,0.2184232851407509,-0.0463087950049088,0.1642107978984379,-0.4577638652314365,0.0479747941409208,0.4199670488475393,-0.5396389276580377,0.1894620125028607,-0.387089592199157,-0.2632774574619286,0.2190055987693003,0.3889361523254982,0.3385357980636282,0.4696890193896742,-0.109285213715014,0.5040134394476505,-0.0783373688496543,-0.3035626904822611,-0.2985379801828199,-0.3666742409372299,-0.4109698680039375,-0.6360941756632295,0.4039358634002728,0.3518055825867656,0.5467212854307435,0.2136643131306177,0.0053434699913103,-0.1423709365825603,0.3270143564670231,0.922104619202004,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
23_24,49.986615835635526,2.400922752,1.450598031,0.9011779852,1.500057453,3.894397605643283,4.979173744430143,../fbuta-c_1/23_24,0.1364142354981905,0.3698131428388394,0.3873486281990248,-0.3292510255672208,0.214599426481987,-0.3311707046564057,-0.182954049555146,-0.4415205447204595,-0.3516536470830099,0.3398004428732551,0.2389797396943412,0.1191029762213176,-0.1309236119714035,-0.2297432700505211,6.10545635304e-05,-0.044117105675397,0.2722742067249101,0.5318491183009479,0.3443018541274456,1.5511902506204474,-0.2428663646569915,1.1193759572999262,0.0922100900421664,-0.4084566920165524,-0.0873245351801237,-0.4694588704210527,-0.4002483423373901,1.0925867572094978,-0.4683662129217164,-0.4169747422952227,-0.0644103603429854,-0.063687254003213,-0.2698529738062421,-0.2093790020453745,-0.1902149092170754,-0.303255353618053,0.3544262467228865,0.019418416330862,-0.5829940071550922,0.3988777271984722,-0.1488277592090577,-0.3783947760645441,0.225416240789925,0.0906593001088042,0.3108642287049282,-0.0810590922981083,0.3554943910808626,0.349198687927683,-0.2803253112954373,-0.486263488086412,-0.1469470495397173,-0.3254971301844848,-0.3359559548459342,0.4316060008750586,-0.4674927938454559,0.3626241091634553,0.2911950506808432,0.4360135000178829,-0.1617797040931692,-0.3279981640225478,-0.2259568540933264,0.4575331527805363,0.8927395818883861,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
32_33,139.98663688187366,0.8959959918,0.2546843516,0.1478600599,0.4429907876,1.0362704473952706,1.2774372413768977,../fbuta-c_1/32_33,0.1377599922561874,0.0640432024684762,0.4371288021340511,-0.0300030437125357,0.3548008494726819,0.0395731751400328,-0.0936334355015131,-0.029681241525573,-0.0492708669790574,0.2908179083860467,0.272898324071525,0.1428337779293572,0.1192061018231534,-0.0099450600063648,0.1371428205773713,0.1991883625229386,0.1177690586587296,0.1081174355000593,0.2759481305870416,-0.0594483476164131,0.1868285738463997,-0.8204001898837695,0.3898637581173927,0.0164209146084259,-0.1233127378378742,-0.1467521281831454,0.3395480374439042,-0.7487385629545485,0.3384366956914843,0.3239757083033494,0.163214951403477,0.1820026988588742,0.1100862225057662,0.0998991245942953,0.1782654642893968,0.3279469656352279,-0.3437678400208556,0.1054754174112165,-0.3616207787587113,0.6195953013979418,0.390532811308398,0.2184124574641857,0.2562049926694663,0.4095476005291507,0.2651118023832893,-0.1599760293968773,0.2166758975965896,0.2931695116055228,0.0668723654223827,-0.5494250886709408,-0.195512412602031,-0.4468973340946978,-0.3483617693375364,0.4188697910700164,0.0324017429572362,-0.3595103298934377,-0.1954635367233285,-0.2186058241907725,0.3817086968014203,-0.0969178444213536,-0.2336324672689699,0.069579784484865,-0.2118834969531705,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
33_34,149.98641747904978,0.8579207489,0.2249985777,0.1207718942,0.4199803595,0.756798920667568,0.9288341257219468,../fbuta-c_1/33_34,0.0923934275402074,0.0780489200954623,0.414731817823544,0.0048148947749612,0.3177099983750048,0.069659449077002,-0.0383019582088614,0.0276080775691241,-0.003138082522522,0.262361718090698,0.2410354546743662,0.0921219292111438,0.0796070341521285,-0.0030441994023868,0.1342717216922178,0.2193535226360431,0.1062923147480311,0.1364696599875683,0.2691527651321032,-0.0188128146356302,0.1177182243138681,-0.5980712297417866,0.3693722710360466,-0.0467672108732291,-0.1183985394017026,-0.2058469634291682,0.2872316462543208,-0.5351393112547012,0.2608670374782444,0.2561823169464985,0.1488752304292094,0.1665917218984151,0.0866095648313259,0.0775551678746108,0.1601426984227176,0.3138477415106642,-0.355309424380901,0.088014036545208,-0.3989460925557469,0.5911121203632316,0.3067222452522245,0.1653203734891276,0.318606032514,0.387140920323246,0.2732565335053196,-0.1721891193074107,0.24090114770545,0.2933416925284212,0.15654499764669,-0.5506396968839739,-0.1972929025608592,-0.4366212814949633,-0.3385613479570862,0.4244342239998568,0.0374115130079613,-0.3558862261041548,-0.1871914667807892,-0.2112470981648496,0.3883311424090907,-0.0743596907474743,-0.1830736223812145,0.1205195862733369,-0.1834971745515355,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
30_31,119.9865928575858,1.18324052,0.5333213593,0.3205773093,0.6499663607,1.6992086258551387,2.126549464415047,../fbuta-c_1/30_31,1.254600794956609,0.4186990324588706,0.8882287964937374,-0.5617137790600559,0.8597473471354018,0.013562205980672,0.7313270266568958,0.1368619148752726,0.424804013163138,1.106276778675153,1.119183747046192,-1.2537119353615624,-1.2139242297175137,-0.1164906194651246,-0.327758869905515,-0.30979639559786,-0.8496132763787798,-0.2811537674253686,-0.2608202572142167,-0.0935783772081153,-0.5936451623581847,1.3573865478998826,-0.4000529238000843,-0.1950472260910081,-0.0568713476383882,-0.0295375708535042,-0.4447940897496145,1.2961252336589608,0.5130475306467654,0.4711386227229252,-0.1541525851259364,-0.1745913814015861,-0.118060171455427,-0.1083201046611982,-0.1911667381095327,-0.3278185585425803,0.3468223117202017,-0.110318861381016,-0.31302389874183,0.6540046356571839,0.5057255052014386,-0.2701121493138499,-0.3558159361267717,0.089663397703016,0.2824292960462262,0.1868812200260736,0.3687158493378956,-0.4397085163014953,0.3466046644600567,-0.3219225561725615,-0.5250215217077931,-0.2550090693620096,-0.1561095457473458,0.4418664678252212,0.0566906392855249,0.3866899271084254,0.2994026776225437,0.2890031342815928,0.5510260136832077,-0.6692857614353579,-0.3970668813373088,0.3170429739323519,0.2728849170749086,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
19_20,9.986656580855959,2.392430538,1.469381033,0.9541120996,1.543256567,4.564364118887203,5.81322692269753,../fbuta-c_1/19_20,-0.0446374475356849,0.2228812696528038,0.4424519636590652,-0.1287752877416921,0.3089799495964319,-0.2410498366769101,-0.0653292614023763,-0.2639563766273059,-0.2081081124183871,0.3772259492308258,0.2765223618726433,-0.042351284867245,-0.1177082929338259,-0.2738566898798795,-0.0609954266097718,-0.0063102914641723,0.301830406776922,0.3599241570530894,0.3272992325859428,1.6184895241142536,-0.4567952795783565,0.2303397969154965,0.2553231843490592,-0.2439214075430146,-0.0437809134689963,-0.3759663520166208,-0.1851766672554448,0.2293736624201533,-0.1265376854284947,-0.1316884214046551,0.0502374827794617,0.0613916676887345,-0.0661058533165206,-0.0561980642544854,-0.1118288287493463,-0.2642609940628762,0.3965190557941374,-0.0080345537316633,-0.5386234743028826,0.4655882396035674,0.0333156846456603,-0.1099563380194658,0.5104112340696686,0.165993345806493,0.2085031452385832,-0.1714088746447308,0.2277855736747105,0.2965687334759105,0.0935099159338982,-0.5465564288678821,-0.1962709695587103,-0.234521497028816,-0.236258604421278,0.5389789380212736,-0.3144639240566934,0.3508283581167984,0.3041641476017027,0.4302332123314708,-0.1274591813212443,-0.2359101473355297,-0.223818340970947,0.2526567551900862,0.8977306282936451,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
28_29,99.98662822447065,2.069226579,1.202418605,0.6814751983,1.233522092,2.541926380764019,3.2497081007934123,../fbuta-c_1/28_29,0.6063078315509215,0.2749036004855706,0.7867223857093069,-0.3310957406477715,0.8637666552613709,0.0655506530204119,0.5765679541893509,0.4499937151580318,0.5568458870982355,0.9709169347343195,0.9649622999992279,0.9496557491428621,1.0514903079258255,-0.1104812600634212,-0.3148948431854523,-0.2326560361670922,-0.8502403597025141,-0.1235577343023587,-0.0414596451166263,0.3003799187869739,-0.2452992141646625,-1.7882853575989603,-0.2606971871322106,-0.4158355197879895,0.0905620275624108,-0.3035295113971792,-0.5339199651372126,-1.8081934554709607,0.6879245493211942,-0.6077851043359607,-0.0237600721661931,-0.0373784903101136,0.068355036675264,0.04597768404956,-0.184467888029158,-0.2942585592962748,0.3746890661601072,-0.0364512449644991,-0.3968501921824101,0.5777439168385093,0.4513595385774171,-0.0275968198897311,0.3695083036922999,0.0757211671812616,0.1925679181623775,0.3844915007824479,0.3228173440298582,-0.199272865076136,-0.270392254868362,-0.0572895507206337,-0.1996001078464417,-0.3121280311198404,-0.2116544317012735,0.5626518308334554,0.1894779648770492,0.4588145650864843,0.3286699947424219,0.3638276469038303,0.5018259538398178,-0.6018654715310401,-0.3714458573878575,0.193005687382473,0.4068327652484464,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
13_14,-50.01367164524941,2.394976629,1.425024528,0.9007012676,1.489451042,3.893199995531531,5.012885280373907,../fbuta-c_1/13_14,1.3803788765723262,0.5119405953367014,0.9685945909272536,-0.4738762477677675,0.9310409402614193,0.1447283699926757,0.7924959994011371,0.2805419920641428,0.5167080370059409,-0.3280078567706934,-0.26384195469421,-0.8403212857710483,0.0379166510070712,-0.7580005971073464,-0.9223144276764464,-0.8552784551302951,-0.4377864417553115,1.1897392368591575,0.9466909513824793,-0.1962920319478577,-0.6691932291940775,1.1869793493456553,-0.3742857241022635,-0.1179260419237238,0.0708607502503276,0.0557096347011116,-0.1535142810503841,1.1199120903775137,0.390011872380131,0.3022567265476296,0.2287209382825947,0.2583221268075571,-0.2821845487080567,0.2042150028514108,-0.0365791101739805,0.1688121785462608,-0.4624972039728349,0.0447531878342124,0.4149110439625181,-0.550027870324859,0.1473834889249935,-0.384090244919369,-0.1260886886688651,0.229920705124245,0.3871694551366138,0.2915646527054877,0.4519135144139857,-0.1736094507507412,0.3016645588796847,-0.1473433251253798,-0.3971103277993047,-0.3171707761313486,-0.3898546816071564,-0.4767604676902746,-0.6751250830057772,0.3893844179326469,0.3487283699847107,0.5778716641306724,0.2066507115466995,0.0262996639280596,-0.1132716840422052,0.4252938651342286,0.906306466540645,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
26_27,79.98667442905163,2.401038308,1.431081221,0.8408284828,1.471336428,3.1821749921969964,4.082065038724776,../fbuta-c_1/26_27,0.2293544517719125,0.4983599981120826,0.3133949724174769,-0.5585310872069505,0.1309570938465343,-0.5436361981632702,-0.1071424673138065,0.1893677895675112,-0.6573608863698926,0.2894127260962682,0.1923639926094903,0.4275354841915208,-0.1450692633408613,-0.1525228201291908,0.0694588249772337,-0.0087631814128272,0.2201214740859999,0.7438656693341226,0.516123124515135,1.1154043289455806,0.200183759554101,1.6306839891552771,-0.0765090558412106,-0.4630832029015815,-0.110330825398224,-0.4373774809437916,-0.5218219328391073,-1.6632807845179862,0.6724707395336783,-0.5889725403433818,-0.0741181389807946,-0.0707776232108464,-0.2548954075922934,-0.1957941671001087,-0.1999051410381373,-0.2977812476241771,0.3620962575602227,0.0154118772226336,-0.5183584162610521,0.4569907392063103,-0.3026901255046758,-0.2728203311919503,-0.3128524951871282,0.041133329780475,0.3816280285243872,0.034407277891831,0.421211651186031,0.457175238786218,-0.264639132245749,0.4814537391092203,-0.0217933200989897,-0.5057604771302616,-0.5350675406674881,0.2425091154490199,-0.7492139695222007,0.4076560062055768,0.2988334338591553,0.4167059229360545,-0.2134411266723142,-0.4249436737218714,-0.3443828606007659,0.4647400494167765,0.9083221617102507,0.0707249461841811,-0.3496602100029151,0.982485176169053,0.1071394941056757,-0.8194842575378962,0.3116552922920345,0.0918298459672651,0.5593901217632046,-0.9963138680841535,0.998973305317183,-0.8354521971080898,0.2899344186932475,-0.8678253524624289,0.921957007355831,-0.9704818863270434,-0.3320651923316272,0.9769593393400061,-0.1970026432733326,-0.1946060569702309,0.1283355164991325,0.123507200410904
