,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12
11,32,0.7908293577,-0.3824681972834991,0.3408207629025082,0.0308754605655986,0.1198958924575533,-0.3043346680107723,-0.0162437352899726,0.0506552400336335,0.0668250103175894,-0.0525547787336021,-0.1502928695237332,-0.0134317414403138,-0.0561200708041518,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561592,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283436,-0.0365362765277494,0.1156399153598077,0.2254638498578277,-0.0898173270895353,0.1608745973064099,-0.1267636964486804,-0.0683370155957436,-0.0353624307335293,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
12,33,0.8333637677,-0.3824681972834991,0.3408207629025082,0.0308754605655986,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336334,0.0668250103175893,-0.0525547787336021,-0.1502928695237333,-0.0134317414403138,-0.0561200708041519,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561593,0.0640168134008024,0.214335644947438,0.1215120786558807,-0.1122735470283436,-0.0365362765277494,0.1156399153598076,0.2254638498578276,-0.0898173270895353,0.1608745973064099,-0.1267636964486805,-0.0683370155957436,-0.0353624307335293,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
13,34,0.8793701171,-0.3824681972834991,0.3408207629025082,0.0308754605655985,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336334,0.0668250103175892,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.0561200708041519,-0.0489752260867693,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561593,0.0640168134008025,0.214335644947438,0.1215120786558808,-0.1122735470283436,-0.0365362765277495,0.1156399153598076,0.2254638498578276,-0.0898173270895353,0.1608745973064099,-0.1267636964486804,-0.0683370155957435,-0.0353624307335295,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
14,35,0.9288812566,-0.3824681972834991,0.3408207629025082,0.0308754605655985,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336334,0.0668250103175892,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561594,0.0640168134008024,0.214335644947438,0.1215120786558807,-0.1122735470283436,-0.0365362765277495,0.1156399153598075,0.2254638498578278,-0.0898173270895353,0.16087459730641,-0.1267636964486803,-0.0683370155957435,-0.0353624307335295,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
15,36,0.9839352617,-0.3824681972834991,0.3408207629025083,0.0308754605655985,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336335,0.0668250103175893,-0.0525547787336021,-0.1502928695237333,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561593,0.0640168134008023,0.2143356449474381,0.1215120786558806,-0.1122735470283437,-0.0365362765277495,0.1156399153598073,0.2254638498578277,-0.0898173270895352,0.1608745973064099,-0.1267636964486804,-0.0683370155957434,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
16,37,1.041044033,-0.3824681972834993,0.3408207629025084,0.0308754605655984,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336336,0.0668250103175893,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561594,0.0640168134008024,0.2143356449474381,0.1215120786558807,-0.1122735470283437,-0.0365362765277496,0.1156399153598071,0.2254638498578279,-0.0898173270895352,0.16087459730641,-0.1267636964486805,-0.0683370155957436,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
17,38,1.101533124,-0.3824681972834994,0.3408207629025085,0.0308754605655984,0.1198958924575533,-0.3043346680107723,-0.0162437352899725,0.0506552400336336,0.0668250103175893,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.056120070804152,-0.0489752260867693,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561595,0.0640168134008023,0.2143356449474382,0.1215120786558807,-0.1122735470283437,-0.0365362765277497,0.1156399153598071,0.2254638498578278,-0.0898173270895352,0.16087459730641,-0.1267636964486805,-0.0683370155957436,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
18,39,1.165247874,-0.3824681972834994,0.3408207629025083,0.0308754605655983,0.1198958924575533,-0.3043346680107723,-0.0162437352899725,0.0506552400336335,0.0668250103175893,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.056120070804152,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561595,0.0640168134008023,0.2143356449474382,0.1215120786558807,-0.1122735470283438,-0.0365362765277496,0.1156399153598072,0.2254638498578277,-0.0898173270895352,0.16087459730641,-0.1267636964486806,-0.0683370155957437,-0.0353624307335295,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
19,40,1.231106362,-0.3824681972834993,0.3408207629025083,0.0308754605655983,0.1198958924575533,-0.3043346680107722,-0.0162437352899725,0.0506552400336336,0.0668250103175893,-0.0525547787336021,-0.1502928695237336,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561595,0.0640168134008023,0.2143356449474381,0.1215120786558807,-0.1122735470283438,-0.0365362765277497,0.1156399153598072,0.2254638498578278,-0.0898173270895352,0.16087459730641,-0.1267636964486805,-0.0683370155957436,-0.0353624307335297,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
20,1,0.7602892663,-0.3824681972834993,0.340820762902508,0.0308754605655986,0.1198958924575533,-0.3043346680107724,-0.0162437352899726,0.0506552400336334,0.0668250103175893,-0.0525547787336023,-0.1502928695237332,-0.0134317414403137,-0.056120070804152,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561589,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.036536276527749,0.1156399153598074,0.2254638498578276,-0.0898173270895352,0.16087459730641,-0.1267636964486806,-0.0683370155957438,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
21,2,0.7850037807,-0.3824681972834994,0.3408207629025081,0.0308754605655986,0.1198958924575533,-0.3043346680107724,-0.0162437352899726,0.0506552400336334,0.0668250103175893,-0.0525547787336023,-0.1502928695237331,-0.0134317414403137,-0.056120070804152,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.015504408756159,0.0640168134008024,0.2143356449474379,0.1215120786558808,-0.1122735470283435,-0.0365362765277491,0.1156399153598074,0.2254638498578276,-0.0898173270895352,0.16087459730641,-0.1267636964486805,-0.0683370155957438,-0.035362430733529,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
22,3,0.8209864272,-0.3824681972834996,0.3408207629025081,0.0308754605655987,0.1198958924575533,-0.3043346680107724,-0.0162437352899726,0.0506552400336334,0.0668250103175893,-0.0525547787336023,-0.150292869523733,-0.0134317414403137,-0.056120070804152,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561591,0.0640168134008021,0.2143356449474379,0.1215120786558808,-0.1122735470283435,-0.0365362765277491,0.1156399153598074,0.2254638498578276,-0.0898173270895352,0.1608745973064099,-0.1267636964486805,-0.0683370155957438,-0.0353624307335291,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
23,4,0.8577488393,-0.3824681972834995,0.3408207629025081,0.0308754605655987,0.1198958924575532,-0.3043346680107724,-0.0162437352899724,0.0506552400336335,0.0668250103175892,-0.0525547787336023,-0.1502928695237331,-0.0134317414403137,-0.056120070804152,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561592,0.0640168134008021,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.0365362765277491,0.1156399153598076,0.2254638498578277,-0.0898173270895352,0.16087459730641,-0.1267636964486804,-0.0683370155957437,-0.0353624307335291,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
24,5,0.8970407432,-0.3824681972834996,0.3408207629025081,0.0308754605655988,0.1198958924575532,-0.3043346680107726,-0.0162437352899724,0.0506552400336335,0.0668250103175892,-0.0525547787336023,-0.1502928695237331,-0.0134317414403138,-0.056120070804152,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561592,0.0640168134008021,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.0365362765277491,0.1156399153598075,0.2254638498578275,-0.0898173270895352,0.1608745973064101,-0.1267636964486805,-0.0683370155957441,-0.0353624307335293,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
25,6,0.9382282328,-0.3824681972834995,0.3408207629025079,0.0308754605655988,0.1198958924575531,-0.3043346680107725,-0.0162437352899723,0.0506552400336335,0.0668250103175891,-0.0525547787336023,-0.1502928695237329,-0.0134317414403138,-0.0561200708041519,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561592,0.0640168134008021,0.2143356449474378,0.1215120786558807,-0.1122735470283435,-0.0365362765277491,0.1156399153598075,0.2254638498578275,-0.0898173270895352,0.16087459730641,-0.1267636964486804,-0.068337015595744,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
