,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,x_c13,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,y_c13,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,z_c13,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12,q_c13
0,21,0.446274587,-0.3133640628593189,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831286,-0.1934425507228781,-0.2030938420372898,0.2514621561886307,-0.2048417949789239,-0.2136541397004215,-0.0872369041518417,-0.177737705414946,-0.0223403181921942,0.2175515706618165,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577439,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206535,-0.1811516900547425,-0.1796499508487684,-0.0455881641642391,0.0770410116461966,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742411,-0.125080527526126,-0.2596830315976549,-0.1000227059576643,-0.0785933980303113,-0.1401098612736423,0.2016509184142147,0.0030826461701274,-0.121003295940412,-0.3249980481030592,-0.0346530479933361,0.0063420497540732,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
1,22,0.465533252,-0.3133640628593189,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831286,-0.1934425507228781,-0.2030938420372898,0.2514621561886307,-0.2048417949789239,-0.2136541397004215,-0.0872369041518417,-0.177737705414946,-0.0223403181921942,0.2175515706618165,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577439,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206535,-0.1811516900547425,-0.1796499508487684,-0.0455881641642391,0.0770410116461966,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742411,-0.125080527526126,-0.2596830315976549,-0.1000227059576643,-0.0785933980303113,-0.1401098612736423,0.2016509184142147,0.0030826461701274,-0.121003295940412,-0.3249980481030592,-0.0346530479933361,0.0063420497540732,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
2,23,0.5108121149,-0.3133640628593189,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831287,-0.1934425507228782,-0.2030938420372898,0.2514621561886307,-0.2048417949789239,-0.2136541397004216,-0.0872369041518417,-0.177737705414946,-0.0223403181921942,0.2175515706618166,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577439,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206536,-0.1811516900547425,-0.1796499508487685,-0.045588164164239,0.0770410116461967,-0.2385844911388435,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742412,-0.125080527526126,-0.259683031597655,-0.1000227059576643,-0.0785933980303113,-0.1401098612736424,0.2016509184142148,0.0030826461701274,-0.1210032959404119,-0.3249980481030591,-0.0346530479933362,0.006342049754073,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
3,24,0.5778360826,-0.3133640628593191,-0.0217768313834961,-0.0072017399019839,-0.0745915395721775,-0.4546120045831286,-0.1934425507228781,-0.2030938420372897,0.2514621561886308,-0.2048417949789239,-0.2136541397004215,-0.0872369041518417,-0.1777377054149459,-0.0223403181921943,0.2175515706618167,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577438,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206536,-0.1811516900547424,-0.1796499508487686,-0.045588164164239,0.0770410116461966,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742412,-0.1250805275261261,-0.259683031597655,-0.1000227059576643,-0.0785933980303113,-0.1401098612736424,0.2016509184142148,0.0030826461701274,-0.1210032959404119,-0.3249980481030592,-0.0346530479933363,0.006342049754073,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
4,0,0.446274587,-0.3133640628593189,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831286,-0.1934425507228781,-0.2030938420372898,0.2514621561886307,-0.2048417949789239,-0.2136541397004215,-0.0872369041518417,-0.177737705414946,-0.0223403181921942,0.2175515706618165,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577439,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206535,-0.1811516900547425,-0.1796499508487684,-0.0455881641642391,0.0770410116461966,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742411,-0.125080527526126,-0.2596830315976549,-0.1000227059576643,-0.0785933980303113,-0.1401098612736423,0.2016509184142147,0.0030826461701274,-0.121003295940412,-0.3249980481030592,-0.0346530479933361,0.0063420497540732,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
5,25,0.6602531421,-0.3133640628593191,-0.021776831383496,-0.0072017399019838,-0.0745915395721774,-0.4546120045831288,-0.1934425507228782,-0.2030938420372897,0.2514621561886308,-0.2048417949789239,-0.2136541397004215,-0.0872369041518416,-0.177737705414946,-0.0223403181921942,0.2175515706618168,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577437,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206536,-0.1811516900547425,-0.1796499508487685,-0.045588164164239,0.0770410116461967,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878781,-0.3145023973742412,-0.1250805275261261,-0.2596830315976551,-0.1000227059576644,-0.0785933980303114,-0.1401098612736424,0.2016509184142148,0.0030826461701274,-0.1210032959404119,-0.3249980481030591,-0.0346530479933364,0.006342049754073,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
6,1,0.4549484283,-0.3133640628593189,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831286,-0.1934425507228781,-0.2030938420372898,0.2514621561886307,-0.2048417949789239,-0.2136541397004215,-0.0872369041518417,-0.177737705414946,-0.0223403181921942,0.2175515706618165,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577439,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206535,-0.1811516900547425,-0.1796499508487684,-0.0455881641642391,0.0770410116461966,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742411,-0.125080527526126,-0.2596830315976549,-0.1000227059576643,-0.0785933980303113,-0.1401098612736423,0.2016509184142147,0.0030826461701274,-0.121003295940412,-0.3249980481030592,-0.0346530479933361,0.0063420497540732,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
7,26,0.7487783766,-0.3133640628593191,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831287,-0.1934425507228782,-0.2030938420372897,0.2514621561886309,-0.2048417949789239,-0.2136541397004214,-0.0872369041518417,-0.177737705414946,-0.0223403181921942,0.2175515706618168,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577438,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206536,-0.1811516900547425,-0.1796499508487684,-0.0455881641642389,0.0770410116461968,-0.2385844911388434,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742413,-0.1250805275261261,-0.259683031597655,-0.1000227059576644,-0.0785933980303113,-0.1401098612736423,0.2016509184142148,0.0030826461701274,-0.121003295940412,-0.3249980481030592,-0.0346530479933364,0.006342049754073,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
8,2,0.4876537189,-0.3133640628593189,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831286,-0.1934425507228781,-0.2030938420372899,0.2514621561886307,-0.2048417949789238,-0.2136541397004216,-0.0872369041518417,-0.1777377054149459,-0.0223403181921942,0.2175515706618165,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577439,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206536,-0.1811516900547425,-0.1796499508487685,-0.0455881641642391,0.0770410116461966,-0.2385844911388434,-0.1731722313995153,-0.3291003875139474,-0.1124170214878782,-0.3145023973742411,-0.125080527526126,-0.2596830315976548,-0.1000227059576642,-0.0785933980303114,-0.1401098612736424,0.2016509184142146,0.0030826461701274,-0.121003295940412,-0.3249980481030592,-0.0346530479933361,0.0063420497540731,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
9,27,0.8527246351,-0.3133640628593191,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831287,-0.1934425507228782,-0.2030938420372898,0.2514621561886309,-0.204841794978924,-0.2136541397004215,-0.0872369041518417,-0.1777377054149461,-0.0223403181921941,0.2175515706618167,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577438,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206537,-0.1811516900547427,-0.1796499508487685,-0.0455881641642388,0.0770410116461967,-0.2385844911388433,-0.1731722313995153,-0.3291003875139474,-0.1124170214878782,-0.3145023973742413,-0.1250805275261261,-0.2596830315976551,-0.1000227059576645,-0.0785933980303113,-0.1401098612736423,0.2016509184142148,0.0030826461701275,-0.1210032959404119,-0.3249980481030593,-0.0346530479933364,0.0063420497540729,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
10,3,0.5406349851,-0.3133640628593189,-0.021776831383496,-0.0072017399019838,-0.0745915395721774,-0.4546120045831284,-0.1934425507228781,-0.2030938420372898,0.2514621561886308,-0.2048417949789239,-0.2136541397004216,-0.0872369041518417,-0.1777377054149459,-0.0223403181921942,0.2175515706618166,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.150526900157744,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206536,-0.1811516900547425,-0.1796499508487684,-0.0455881641642391,0.0770410116461965,-0.2385844911388435,-0.1731722313995154,-0.3291003875139474,-0.1124170214878782,-0.3145023973742411,-0.125080527526126,-0.2596830315976548,-0.1000227059576642,-0.0785933980303114,-0.1401098612736425,0.2016509184142146,0.0030826461701274,-0.1210032959404121,-0.3249980481030595,-0.0346530479933361,0.0063420497540731,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
11,28,0.964475031,-0.313364062859319,-0.0217768313834961,-0.0072017399019838,-0.0745915395721774,-0.4546120045831287,-0.1934425507228783,-0.2030938420372898,0.2514621561886309,-0.2048417949789241,-0.2136541397004215,-0.0872369041518416,-0.1777377054149461,-0.0223403181921941,0.2175515706618167,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.1505269001577438,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206538,-0.1811516900547427,-0.1796499508487685,-0.0455881641642389,0.0770410116461966,-0.2385844911388433,-0.1731722313995152,-0.3291003875139474,-0.1124170214878782,-0.3145023973742413,-0.1250805275261263,-0.259683031597655,-0.1000227059576645,-0.0785933980303112,-0.1401098612736423,0.2016509184142149,0.0030826461701275,-0.121003295940412,-0.3249980481030593,-0.0346530479933364,0.0063420497540729,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
12,4,0.6054784799,-0.3133640628593191,-0.0217768313834961,-0.0072017399019837,-0.0745915395721774,-0.4546120045831285,-0.1934425507228781,-0.2030938420372898,0.2514621561886308,-0.2048417949789238,-0.2136541397004216,-0.0872369041518417,-0.1777377054149459,-0.0223403181921941,0.2175515706618167,-0.0085392108983838,-0.0138023726596084,0.0732999342634831,0.150526900157744,-0.130936954878305,0.3354721874392944,0.285688843404103,-0.2237903095206537,-0.1811516900547424,-0.1796499508487684,-0.0455881641642391,0.0770410116461965,-0.2385844911388434,-0.1731722313995154,-0.3291003875139475,-0.1124170214878782,-0.3145023973742412,-0.1250805275261261,-0.2596830315976548,-0.1000227059576643,-0.0785933980303115,-0.1401098612736426,0.2016509184142146,0.0030826461701274,-0.1210032959404121,-0.3249980481030595,-0.0346530479933361,0.0063420497540731,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
