,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,x_c13,x_c14,x_c15,x_c16,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,y_c13,y_c14,y_c15,y_c16,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,z_c13,z_c14,z_c15,z_c16,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12,q_c13,q_c14,q_c15,q_c16
0,21,0.314748481,0.3859134498167747,-0.4068726181154115,0.0031395312348444,-0.0472277116113089,-0.2678305606423092,-0.1256573823986861,0.4167698761901151,-0.2267602282128317,0.2559458199731102,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.039278215647193,-0.0530978776625632,0.0004710930847524,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123741,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563853,0.3279598118456876,-0.2994762188522467,0.2847443197097126,0.0212574058744075,-0.0338961223092916,0.0711925970638038,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610904,0.2107018376600141,-0.2100647977741178,-0.247371704580241,0.4353443314443012,0.0383055492747763,0.2670492358719419,0.1709793901383506,0.2176622146094332,-0.2436467291353656,-0.2447666790794639,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
1,22,0.3439435867,0.3859134498167747,-0.4068726181154115,0.0031395312348444,-0.0472277116113089,-0.2678305606423092,-0.1256573823986861,0.4167698761901151,-0.2267602282128317,0.2559458199731102,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.039278215647193,-0.0530978776625632,0.0004710930847524,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123741,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563853,0.3279598118456876,-0.2994762188522467,0.2847443197097126,0.0212574058744075,-0.0338961223092916,0.0711925970638038,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610904,0.2107018376600141,-0.2100647977741178,-0.247371704580241,0.4353443314443012,0.0383055492747763,0.2670492358719419,0.1709793901383506,0.2176622146094332,-0.2436467291353656,-0.2447666790794639,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
2,23,0.4122681389,0.3859134498167748,-0.4068726181154115,0.0031395312348444,-0.0472277116113089,-0.2678305606423091,-0.125657382398686,0.4167698761901151,-0.2267602282128315,0.2559458199731104,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471931,-0.0530978776625631,0.0004710930847524,0.0350050337179753,0.0167409966270651,0.0134826550290905,-0.0300992635659837,-0.2151856929123742,-0.1628585875658211,0.4852399625630303,-0.1057955577103677,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563853,0.3279598118456877,-0.2994762188522468,0.2847443197097125,0.0212574058744075,-0.0338961223092915,0.0711925970638037,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600142,-0.2100647977741178,-0.247371704580241,0.4353443314443012,0.0383055492747764,0.2670492358719418,0.1709793901383507,0.2176622146094333,-0.2436467291353655,-0.2447666790794638,-0.2150575616299071,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
3,24,0.5042941298,0.3859134498167747,-0.4068726181154115,0.0031395312348444,-0.0472277116113089,-0.2678305606423091,-0.1256573823986858,0.416769876190115,-0.2267602282128314,0.2559458199731104,-0.2578679924491815,0.0079950300971509,-0.1057535989612755,-0.0392782156471932,-0.0530978776625631,0.0004710930847524,0.0350050337179752,0.0167409966270651,0.0134826550290906,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420664,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522468,0.2847443197097126,0.0212574058744075,-0.0338961223092915,0.0711925970638037,0.0984151500607018,0.1959029429748058,-0.1174973656311786,-0.3428345050610905,0.2107018376600143,-0.2100647977741178,-0.247371704580241,0.4353443314443012,0.0383055492747765,0.2670492358719419,0.1709793901383506,0.2176622146094335,-0.2436467291353655,-0.2447666790794639,-0.2150575616299072,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
4,25,0.6103359451,0.3859134498167746,-0.4068726181154115,0.0031395312348444,-0.0472277116113089,-0.2678305606423089,-0.1256573823986858,0.416769876190115,-0.2267602282128314,0.2559458199731104,-0.2578679924491816,0.0079950300971509,-0.1057535989612754,-0.0392782156471931,-0.0530978776625631,0.0004710930847525,0.0350050337179752,0.016740996627065,0.0134826550290906,-0.0300992635659836,-0.2151856929123741,-0.1628585875658212,0.4852399625630301,-0.1057955577103676,0.1177772329420664,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382205,0.1471156768127471,0.3054859120563852,0.3279598118456876,-0.2994762188522468,0.2847443197097127,0.0212574058744075,-0.0338961223092916,0.0711925970638037,0.0984151500607018,0.1959029429748058,-0.1174973656311786,-0.3428345050610905,0.2107018376600144,-0.2100647977741179,-0.247371704580241,0.4353443314443011,0.0383055492747764,0.2670492358719421,0.1709793901383507,0.2176622146094336,-0.2436467291353654,-0.244766679079464,-0.2150575616299073,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
5,26,0.7231033383,0.3859134498167746,-0.4068726181154116,0.0031395312348443,-0.0472277116113088,-0.267830560642309,-0.1256573823986858,0.4167698761901151,-0.2267602282128313,0.2559458199731103,-0.2578679924491816,0.0079950300971509,-0.1057535989612754,-0.0392782156471931,-0.0530978776625632,0.0004710930847524,0.0350050337179753,0.0167409966270651,0.0134826550290906,-0.0300992635659837,-0.2151856929123742,-0.1628585875658212,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563853,0.3279598118456876,-0.2994762188522467,0.2847443197097126,0.0212574058744075,-0.0338961223092916,0.0711925970638036,0.0984151500607019,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600144,-0.2100647977741178,-0.247371704580241,0.4353443314443012,0.0383055492747763,0.2670492358719421,0.1709793901383507,0.2176622146094335,-0.2436467291353654,-0.244766679079464,-0.2150575616299074,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
6,27,0.8407207587,0.3859134498167746,-0.4068726181154116,0.0031395312348443,-0.0472277116113089,-0.267830560642309,-0.1256573823986858,0.4167698761901151,-0.2267602282128313,0.2559458199731103,-0.2578679924491817,0.0079950300971509,-0.1057535989612753,-0.039278215647193,-0.053097877662563,0.0004710930847524,0.0350050337179752,0.0167409966270651,0.0134826550290906,-0.0300992635659837,-0.2151856929123741,-0.1628585875658212,0.4852399625630302,-0.1057955577103675,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382205,0.1471156768127471,0.3054859120563852,0.3279598118456876,-0.2994762188522466,0.2847443197097125,0.0212574058744075,-0.0338961223092918,0.0711925970638036,0.0984151500607019,0.1959029429748059,-0.1174973656311786,-0.3428345050610906,0.2107018376600143,-0.2100647977741179,-0.247371704580241,0.4353443314443013,0.0383055492747763,0.2670492358719421,0.1709793901383508,0.2176622146094336,-0.2436467291353655,-0.2447666790794641,-0.2150575616299074,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
7,28,0.9608180392,0.3859134498167746,-0.4068726181154116,0.0031395312348442,-0.047227711611309,-0.267830560642309,-0.1256573823986858,0.4167698761901151,-0.2267602282128312,0.2559458199731104,-0.2578679924491817,0.0079950300971509,-0.1057535989612753,-0.039278215647193,-0.0530978776625629,0.0004710930847524,0.0350050337179753,0.0167409966270651,0.0134826550290906,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630303,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886865,0.0750777649382205,0.1471156768127472,0.3054859120563853,0.3279598118456876,-0.2994762188522466,0.2847443197097126,0.0212574058744076,-0.0338961223092917,0.0711925970638036,0.098415150060702,0.1959029429748059,-0.1174973656311787,-0.3428345050610907,0.2107018376600142,-0.2100647977741178,-0.2473717045802412,0.4353443314443015,0.0383055492747762,0.2670492358719422,0.1709793901383507,0.2176622146094337,-0.2436467291353654,-0.244766679079464,-0.2150575616299072,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
8,29,1.082270385,0.3859134498167746,-0.4068726181154118,0.0031395312348442,-0.047227711611309,-0.267830560642309,-0.1256573823986859,0.4167698761901151,-0.2267602282128311,0.2559458199731104,-0.2578679924491817,0.0079950300971509,-0.1057535989612752,-0.0392782156471931,-0.0530978776625629,0.0004710930847524,0.0350050337179752,0.0167409966270651,0.0134826550290906,-0.0300992635659837,-0.2151856929123742,-0.1628585875658212,0.4852399625630303,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886865,0.0750777649382205,0.1471156768127472,0.3054859120563853,0.3279598118456876,-0.2994762188522466,0.2847443197097125,0.0212574058744076,-0.0338961223092919,0.0711925970638036,0.098415150060702,0.1959029429748059,-0.1174973656311788,-0.3428345050610907,0.2107018376600142,-0.2100647977741179,-0.2473717045802412,0.4353443314443013,0.0383055492747761,0.2670492358719423,0.1709793901383506,0.2176622146094338,-0.2436467291353653,-0.2447666790794639,-0.2150575616299073,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
9,30,1.204782308,0.3859134498167746,-0.4068726181154119,0.0031395312348443,-0.047227711611309,-0.2678305606423091,-0.1256573823986858,0.4167698761901151,-0.226760228212831,0.2559458199731103,-0.2578679924491817,0.0079950300971509,-0.1057535989612751,-0.039278215647193,-0.0530978776625629,0.0004710930847524,0.0350050337179753,0.0167409966270651,0.0134826550290906,-0.0300992635659837,-0.2151856929123742,-0.1628585875658212,0.4852399625630303,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382205,0.1471156768127472,0.3054859120563854,0.3279598118456876,-0.2994762188522466,0.2847443197097126,0.0212574058744075,-0.0338961223092919,0.0711925970638036,0.0984151500607019,0.195902942974806,-0.1174973656311787,-0.3428345050610906,0.2107018376600141,-0.2100647977741178,-0.247371704580241,0.4353443314443013,0.0383055492747762,0.2670492358719423,0.1709793901383507,0.2176622146094337,-0.2436467291353651,-0.244766679079464,-0.2150575616299072,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
