,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
0,0,0.3128432658,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
1,21,0.3128432658,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
2,1,0.3353359785,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
3,22,0.3513654923,-0.1242232162150995,-0.1241153530042475,0.276385831271335,-0.0947593590056064,-0.276385831271335,0.0947593590056064,0.0,0.0,0.0,0.0,0.0,0.0,0.0968438443983781,0.0967597547384391,-0.2891550266687398,-0.0657188307925811,-0.2891550266687398,-0.0657188307925811,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
4,2,0.3499235683,-0.1163581321808726,-0.1159257479722927,0.2686295214826232,-0.0870203567125343,-0.26715706837447,0.088141915561805,-0.0001116216583441,-0.0001759310582483,-0.0001570646592364,-0.0001511381320545,-0.0001645715038097,-0.0001375424255252,0.0898917135519251,0.0896612030545248,-0.2855408282185282,-0.0820117169151019,-0.2861623347930385,-0.0828945014837605,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
5,23,0.3808051341,-0.1205710677151011,-0.1202385172253421,0.2685054627110978,-0.0897640296297404,-0.26916652303457,0.0895310152291807,-0.0001043515179784,-0.0001681577168857,-0.0001568977134319,-0.000131498138842,-0.0001552025427835,-0.0001398738374695,0.0953917966481125,0.0952376354895772,-0.2916119897982669,-0.0845292525053776,-0.2912944631380802,-0.0843476635319287,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
6,3,0.3565641376,-0.111620734232506,-0.1109465278886937,0.2644727887456176,-0.08103933185576,-0.2618418381713557,0.0828379923711998,-0.0001572406799825,-0.000279583625714,-0.000284759226644,-0.0002047420858412,-0.000303808075744,-0.0001856786101268,0.0852328909550641,0.0848914766825542,-0.2783641557405614,-0.0882630530245608,-0.2791634991241805,-0.0898159220166679,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
7,24,0.399000124,-0.1206672658544644,-0.1202499529753499,0.2642090986567365,-0.0873806988950362,-0.2653718088158721,0.0870391784023377,-0.0001546335696084,-0.0002785587501136,-0.0003034245055226,-0.0001866137111926,-0.0003015323769171,-0.0001947060275746,0.096963971760216,0.0968539054184764,-0.2903052971270774,-0.092163036201942,-0.2898183492427073,-0.091855142890316,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
8,4,0.3584748424,-0.1085165814084073,-0.1076248042753208,0.2610308716143289,-0.0772563402993773,-0.2574775897761477,0.0794508611700038,-0.0001845470742065,-0.0003645588753014,-0.0003970754461465,-0.0002374100376521,-0.0004210086281351,-0.0002178714928797,0.0817616737668458,0.0813179809724918,-0.2712330902647979,-0.0916135104913811,-0.2719538291771612,-0.0937424119323339,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
9,25,0.4108597601,-0.1226617145494178,-0.1222344451431969,0.2606304159632644,-0.0875091324964926,-0.2622811644967373,0.0870576086884121,-0.000178179956963,-0.000361029246861,-0.0004165013617257,-0.0002183004782909,-0.0004250988427966,-0.0002139063291157,0.1001312958552225,0.1001101188793611,-0.2887497316981588,-0.0962654830773853,-0.2881540821176124,-0.0958038635373144,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
10,5,0.3579521868,-0.1061736720710265,-0.1050759072108326,0.2579347322838701,-0.0746167099817672,-0.2536283519592257,0.0770160807546998,-0.0001865103576132,-0.0004211576626819,-0.0004902515539154,-0.0002355920755645,-0.0005111954508002,-0.0002248626682312,0.0788358667340484,0.0782950008879693,-0.2641040624428175,-0.0937130933531173,-0.2645985298760927,-0.096371862081052,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
11,26,0.4193423438,-0.12547818088433,-0.1250729493859265,0.257430689940013,-0.0888358091053436,-0.2595708387242253,0.0882718138856243,-0.0001745353366919,-0.0004132704026362,-0.0005021313906882,-0.0002149980213297,-0.0005215812556524,-0.0002079490674978,0.104075915518708,0.1041617806838811,-0.2869536282629437,-0.0988448285492197,-0.2863450560035058,-0.0981993577347495,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
12,6,0.3564037814,-0.1041707917251424,-0.1028719472697651,0.2550407289733232,-0.0725468129949975,-0.2501133139026552,0.0750218185823422,-0.0001776428681535,-0.0004641047262524,-0.0005585094553944,-0.000231313260755,-0.0005859029232919,-0.0002183143877961,0.0761499877731093,0.0755079508922138,-0.2569750067432409,-0.0953021537398053,-0.2570858843423042,-0.098437773922748,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
13,27,0.4264258364,-0.1286767788747345,-0.1283239252557959,0.2544463961307208,-0.090814787849989,-0.2570931710360494,0.0900904285950996,-0.0001685267502027,-0.0004633953368335,-0.00057578037822,-0.0002125310677454,-0.0006078440807812,-0.0002060807162258,0.108450946143562,0.1086580416853423,-0.2849130800194409,-0.1006845553626089,-0.2843487256585525,-0.0998428589959005,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
14,7,0.3545130899,-0.1022947642955565,-0.1007898652593828,0.2522668625393195,-0.0707356754409482,-0.2468104963091454,0.0732558680951195,-0.00015702517073,-0.000492293040306,-0.0006034965907472,-0.000214959982486,-0.0006344483306885,-0.0002063098603629,0.0735842918092148,0.0728395034983008,-0.2498586201646604,-0.0966838593344358,-0.2494707860047869,-0.1002885070057705,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
15,28,0.4329388839,-0.1319935841017804,-0.131703293355894,0.2516043509679402,-0.0930730005689534,-0.254732674955191,0.0922250844785413,-0.0001559344538805,-0.0005070796625776,-0.0006368480123238,-0.0002087458756328,-0.0006714175867396,-0.0002023021669605,0.1130732572421564,0.1134098032042163,-0.2826522747609695,-0.1022155799564782,-0.2822027845020508,-0.1011624381167369,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
16,8,0.3524418336,-0.1004408864217076,-0.0987146665481659,0.2495849036370335,-0.0690428446816212,-0.24364591075682,0.0715702675148121,-0.0001410930034084,-0.0005253907390705,-0.00064158217497,-0.0002171053220407,-0.0006657444398749,-0.0002050746513805,0.0710792489372362,0.0702307926593067,-0.2427421418043489,-0.0979961348756118,-0.2418180902594874,-0.1020950183475993,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
17,29,0.4393131297,-0.1353276922287534,-0.135103031871688,0.2488413425707016,-0.0954870914671741,-0.2524360562411561,0.0945340534834121,-0.0001295180096199,-0.0005345763289867,-0.0006839394964121,-0.0001959946741013,-0.0007169148258335,-0.0001799657957725,0.117858866147387,0.1183302892202932,-0.2801908466925594,-0.1036217246291606,-0.2799157425380089,-0.1023704232830795,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
18,9,0.3503334268,-0.0986153069610748,-0.0966692156014518,0.2469191430739235,-0.0674490505215926,-0.2405818519836241,0.0699412601970947,-0.0001222310140026,-0.000554035081882,-0.0006621561213672,-0.0002150038438129,-0.0006850025124366,-0.0002097945864349,0.0686109021619415,0.067657745756392,-0.2356092467506136,-0.0993145271832605,-0.2340872880891112,-0.1038451813983973,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
19,30,0.4456266046,-0.1386355671482106,-0.138479189960759,0.2461047720497821,-0.0979830109875924,-0.2501779538795937,0.0969286817248614,-0.0001172513994939,-0.0005794319293356,-0.0007223533369349,-0.000197406203291,-0.0007701677326928,-0.000191337831179,0.1227544972242742,0.1233582327065486,-0.2775510756255285,-0.1050038770272294,-0.2774678305404817,-0.1035330330017441,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
20,31,0.4519261818,-0.1418897094087636,-0.1417971863137816,0.2433856100573054,-0.1005379688434949,-0.2479099021638384,0.0994005320963343,-9.33361243152e-05,-0.0006112329958279,-0.0007526642847707,-0.0001946993993143,-0.0008013721351878,-0.0001832366620789,0.1277562310011318,0.1284939317770366,-0.2747181932966803,-0.1063878573392823,-0.2749054554960076,-0.1047057307457197,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
21,10,0.3480195736,-0.0967765588951299,-0.094607609343959,0.2442422819333938,-0.0658905700632875,-0.2375775775083917,0.0683165372909754,-0.0001050311603443,-0.0005832045513998,-0.000678814645563,-0.0002176356848491,-0.000699602833512,-0.000219936035327,0.066173612149502,0.065116513574609,-0.228464801470976,-0.10063864800316,-0.226304533911615,-0.1056053489218597,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
22,32,0.4580526249,-0.1450935141887975,-0.1450640164772295,0.2406496125023958,-0.1031418060004671,-0.2456172196719162,0.1019117223118308,-6.93996430738e-05,-0.0006426224206935,-0.0007752161698746,-0.0001968655688675,-0.0008243945560747,-0.0001781610420305,0.132850605120052,0.1337231105595616,-0.2716946938880555,-0.1077851627473122,-0.2721850376706048,-0.1058850447959357,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
23,11,0.3456350258,-0.0949617963244155,-0.0925806948930049,0.241519107960451,-0.0644213163053778,-0.2346147710398837,0.0667392823169538,-7.99837455421e-05,-0.000604185408643,-0.0006852598845712,-0.0002157422873194,-0.0007036270245809,-0.0002174904844307,0.0637801977000511,0.0626198238708533,-0.2213096787467026,-0.1019641443611697,-0.2184656852080974,-0.1073284624134824,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
24,12,0.3432574757,-0.0931447915645757,-0.090559240885889,0.2387582019119841,-0.0629842306193877,-0.231637744896688,0.0652008666163642,-5.65890283576e-05,-0.0006256198398727,-0.0006958516897428,-0.0002154925389874,-0.0007043574125509,-0.0002178818445979,0.0614426908448064,0.0601924540626841,-0.2140991422201452,-0.1032945899732137,-0.2105647749350786,-0.1090589214196565,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
25,33,0.4641448011,-0.1482870102349826,-0.1483343029187795,0.2378595400145725,-0.1058708815787507,-0.243314770742535,0.10449581406423,-4.65330204202e-05,-0.0006757331242594,-0.0007916203071219,-0.000194304772341,-0.0008468111116292,-0.0001859732069203,0.1380503601206545,0.139058969274949,-0.2684700081178811,-0.1091703423508604,-0.2692790346015216,-0.1070203616195412,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
26,34,0.470114513,-0.1514462782264583,-0.1515779811706469,0.2350023210354471,-0.1086687383861705,-0.2409706186477415,0.1071127361777735,-1.4112374374e-05,-0.0006984344887707,-0.0008086421079989,-0.0001902989232057,-0.0008577978434904,-0.0001720293404695,0.1433428217462685,0.1444929634172885,-0.2650190887557721,-0.1105747264677831,-0.2661969997558334,-0.108140137194904,-0.5946512512072093,-0.7638608463980897,0.2309512600812144,0.4483047887214351,0.2309512600812144,0.4483047887214351
