,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,x_c13,x_c14,x_c15,x_c16,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,y_c13,y_c14,y_c15,y_c16,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,z_c13,z_c14,z_c15,z_c16,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12,q_c13,q_c14,q_c15,q_c16
0,0,0.3093584262,0.3859134498167747,-0.4068726181154116,0.0031395312348444,-0.0472277116113089,-0.2678305606423091,-0.125657382398686,0.4167698761901151,-0.2267602282128318,0.2559458199731101,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471933,-0.0530978776625631,0.0004710930847525,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092917,0.0711925970638038,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600141,-0.2100647977741177,-0.247371704580241,0.4353443314443013,0.0383055492747764,0.267049235871942,0.1709793901383505,0.2176622146094333,-0.2436467291353656,-0.2447666790794639,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
1,1,0.3172020963,0.3859134498167747,-0.4068726181154116,0.0031395312348444,-0.0472277116113089,-0.2678305606423091,-0.125657382398686,0.4167698761901151,-0.2267602282128318,0.2559458199731101,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471933,-0.0530978776625631,0.0004710930847525,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092917,0.0711925970638038,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600141,-0.2100647977741177,-0.247371704580241,0.4353443314443013,0.0383055492747764,0.267049235871942,0.1709793901383505,0.2176622146094333,-0.2436467291353656,-0.2447666790794639,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
2,21,0.3093584262,0.3859134498167747,-0.4068726181154116,0.0031395312348444,-0.0472277116113089,-0.2678305606423091,-0.125657382398686,0.4167698761901151,-0.2267602282128318,0.2559458199731101,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471933,-0.0530978776625631,0.0004710930847525,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092917,0.0711925970638038,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600141,-0.2100647977741177,-0.247371704580241,0.4353443314443013,0.0383055492747764,0.267049235871942,0.1709793901383505,0.2176622146094333,-0.2436467291353656,-0.2447666790794639,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
3,2,0.3318120433,0.3859134498167747,-0.4068726181154116,0.0031395312348445,-0.0472277116113089,-0.2678305606423091,-0.1256573823986861,0.416769876190115,-0.2267602282128318,0.2559458199731102,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471933,-0.053097877662563,0.0004710930847527,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092918,0.0711925970638037,0.0984151500607018,0.1959029429748058,-0.1174973656311787,-0.3428345050610906,0.210701837660014,-0.2100647977741179,-0.2473717045802411,0.4353443314443012,0.0383055492747764,0.2670492358719421,0.1709793901383505,0.2176622146094335,-0.2436467291353658,-0.2447666790794639,-0.2150575616299069,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
4,22,0.311989954,0.3859134498167747,-0.4068726181154116,0.0031395312348444,-0.0472277116113089,-0.2678305606423091,-0.125657382398686,0.4167698761901151,-0.2267602282128318,0.2559458199731101,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471933,-0.0530978776625631,0.0004710930847525,0.0350050337179753,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092917,0.0711925970638038,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600141,-0.2100647977741177,-0.247371704580241,0.4353443314443013,0.0383055492747764,0.267049235871942,0.1709793901383505,0.2176622146094333,-0.2436467291353656,-0.2447666790794639,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
5,3,0.3587428654,0.3859134498167749,-0.4068726181154117,0.0031395312348445,-0.0472277116113089,-0.2678305606423092,-0.125657382398686,0.4167698761901149,-0.2267602282128318,0.2559458199731102,-0.2578679924491813,0.0079950300971509,-0.1057535989612753,-0.0392782156471932,-0.053097877662563,0.0004710930847528,0.0350050337179755,0.0167409966270651,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092918,0.0711925970638036,0.0984151500607017,0.1959029429748059,-0.1174973656311787,-0.3428345050610905,0.210701837660014,-0.210064797774118,-0.2473717045802412,0.435344331444301,0.0383055492747764,0.2670492358719423,0.1709793901383506,0.2176622146094334,-0.2436467291353659,-0.2447666790794641,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
6,23,0.32590789,0.3859134498167744,-0.4068726181154115,0.0031395312348443,-0.0472277116113088,-0.2678305606423091,-0.125657382398686,0.4167698761901151,-0.2267602282128319,0.2559458199731101,-0.2578679924491815,0.0079950300971509,-0.1057535989612754,-0.0392782156471933,-0.0530978776625631,0.0004710930847525,0.0350050337179754,0.016740996627065,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092916,0.0711925970638037,0.0984151500607017,0.1959029429748057,-0.1174973656311786,-0.3428345050610905,0.2107018376600141,-0.2100647977741178,-0.247371704580241,0.4353443314443013,0.0383055492747763,0.267049235871942,0.1709793901383504,0.2176622146094333,-0.2436467291353655,-0.2447666790794639,-0.2150575616299071,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
7,4,0.391602845,0.3859134498167748,-0.4068726181154116,0.0031395312348445,-0.0472277116113089,-0.2678305606423092,-0.1256573823986861,0.4167698761901151,-0.2267602282128317,0.2559458199731102,-0.2578679924491813,0.0079950300971509,-0.1057535989612754,-0.0392782156471932,-0.053097877662563,0.0004710930847529,0.0350050337179755,0.0167409966270649,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092916,0.0711925970638037,0.0984151500607017,0.1959029429748058,-0.1174973656311787,-0.3428345050610905,0.2107018376600141,-0.2100647977741179,-0.2473717045802413,0.4353443314443011,0.0383055492747765,0.2670492358719423,0.1709793901383505,0.2176622146094332,-0.2436467291353661,-0.244766679079464,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
8,24,0.3479596841,0.3859134498167744,-0.4068726181154115,0.0031395312348443,-0.0472277116113089,-0.2678305606423091,-0.1256573823986859,0.4167698761901153,-0.2267602282128319,0.2559458199731103,-0.2578679924491815,0.0079950300971509,-0.1057535989612755,-0.0392782156471933,-0.0530978776625631,0.0004710930847526,0.0350050337179754,0.0167409966270651,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092918,0.0711925970638036,0.0984151500607017,0.1959029429748056,-0.1174973656311786,-0.3428345050610908,0.210701837660014,-0.2100647977741177,-0.247371704580241,0.4353443314443015,0.0383055492747763,0.2670492358719422,0.1709793901383504,0.2176622146094334,-0.2436467291353657,-0.2447666790794639,-0.2150575616299071,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
9,5,0.4308226075,0.3859134498167748,-0.4068726181154116,0.0031395312348445,-0.0472277116113089,-0.2678305606423093,-0.1256573823986861,0.4167698761901151,-0.2267602282128317,0.2559458199731101,-0.2578679924491812,0.0079950300971508,-0.1057535989612755,-0.0392782156471931,-0.053097877662563,0.000471093084753,0.0350050337179755,0.0167409966270649,0.0134826550290905,-0.0300992635659836,-0.2151856929123742,-0.1628585875658211,0.4852399625630302,-0.1057955577103676,0.1177772329420663,0.0421561489596695,0.0417728113711235,0.0415506137886866,0.0750777649382206,0.1471156768127471,0.3054859120563854,0.3279598118456877,-0.2994762188522467,0.2847443197097127,0.0212574058744075,-0.0338961223092916,0.0711925970638037,0.0984151500607017,0.1959029429748059,-0.1174973656311787,-0.3428345050610904,0.2107018376600142,-0.2100647977741179,-0.2473717045802413,0.435344331444301,0.0383055492747764,0.2670492358719419,0.1709793901383506,0.2176622146094333,-0.2436467291353663,-0.244766679079464,-0.215057561629907,-0.269985203551054,-0.2325670333118197,0.9257173612799928,-0.59004067418535,0.2484437339862349,-0.2611487126553979,-0.664452867641995,0.5275224765066887,0.6600704406547209,0.2692504398746523,-0.9127421165615908,0.2674058459366092,0.9999902003562903,-0.98273301306904,-0.3852922468434945,-0.4094685473800144,0.810029916604567
