,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9
0,21,0.3016864243,0.1190607782977096,0.2883737277022695,0.2884688429559664,0.4316742416736174,-0.0207106950872617,-0.0451118611741,0.1416544388554515,0.0165267659904583,-0.0096653688558005,0.014342189704059,0.000118220442137,0.2064462911861748,-0.2065421115264095,3.9226771719e-05,-7.4253378983e-05,3.29267488478e-05,5.71238256281e-05,-0.0270382074705116,0.0111983611459643,-0.0036484953642074,-0.0367568585735819,-0.0641290649273493,-0.0643038685216164,0.1076041459088237,-0.2138371498824648,8.14443566268e-05,0.1316277238223086,0.16077211968563,0.0877962710214554,0.0881061930147102,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
1,22,0.3127237236,0.1190607782977096,0.2883737277022695,0.2884688429559664,0.4316742416736174,-0.0207106950872617,-0.0451118611741,0.1416544388554515,0.0165267659904583,-0.0096653688558005,0.014342189704059,0.000118220442137,0.2064462911861748,-0.2065421115264095,3.9226771719e-05,-7.4253378983e-05,3.29267488478e-05,5.71238256281e-05,-0.0270382074705116,0.0111983611459643,-0.0036484953642074,-0.0367568585735819,-0.0641290649273493,-0.0643038685216164,0.1076041459088237,-0.2138371498824648,8.14443566268e-05,0.1316277238223086,0.16077211968563,0.0877962710214554,0.0881061930147102,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
2,1,0.3167157248,0.1190607782977096,0.2883737277022695,0.2884688429559664,0.4316742416736174,-0.0207106950872617,-0.0451118611741,0.1416544388554515,0.0165267659904583,-0.0096653688558005,0.014342189704059,0.000118220442137,0.2064462911861748,-0.2065421115264095,3.9226771719e-05,-7.4253378983e-05,3.29267488478e-05,5.71238256281e-05,-0.0270382074705116,0.0111983611459643,-0.0036484953642074,-0.0367568585735819,-0.0641290649273493,-0.0643038685216164,0.1076041459088237,-0.2138371498824648,8.14443566268e-05,0.1316277238223086,0.16077211968563,0.0877962710214554,0.0881061930147102,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
3,23,0.3240785872,0.1212955198326378,0.2531878068139405,0.2532152548627232,0.384698539123652,-0.0502409527876549,-0.0536279467118776,0.1160211990867456,0.0204505868235229,-0.0069464421572745,0.0115927177293885,1.49472329769e-05,0.1989691286574576,-0.1989852013760434,3.80571792472e-05,-4.34090146426e-05,8.65237227263e-05,9.50200299774e-05,-0.0335161906880158,0.0092678197289058,-0.0022540285136719,-0.0447068393723489,-0.0540326722289957,-0.0543266300131545,0.1176687378090188,-0.2032573332564368,-0.0036346461627645,0.1266136563195242,0.1646359563376439,0.0735866719869261,0.0736496278985949,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
4,2,0.3306343151,0.1227505958305376,0.2545685395748574,0.2546104867082132,0.3835566384805439,-0.0502871850870144,-0.049015292117122,0.1174400138912982,0.0210604653574421,-0.007345110437184,0.0128900978622423,4.21717898388e-05,0.1994925284635094,-0.1992263723809648,0.0003043108499366,0.0001787234727286,6.55699633452e-05,0.0003122543205348,-0.0351311232502437,0.0109223037828396,-0.0020055678750907,-0.0466392764080498,-0.0561101634728897,-0.0565300181869633,0.1139731361835463,-0.2081254965305129,-0.0049828964529404,0.1238415002924103,0.1659761203588168,0.0729914589374627,0.0733291426576632,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
5,24,0.3341915321,0.1225813094364441,0.2204979036484716,0.2205359405590337,0.341739878088866,-0.0797235682640963,-0.0608580618662152,0.091907864560328,0.0261395976540554,-0.0048127601970999,0.00857968666634,2.30728148052e-05,0.1931439749060851,-0.193104777841344,7.69568476199e-05,-4.62838123886e-05,0.000190515440813,0.0001380524144238,-0.0427613737020003,0.006850795939869,-0.0016013728710687,-0.0529152934110053,-0.0443402288039384,-0.0446995606529773,0.1280151465968459,-0.1942086081798596,-0.0066731470608549,0.1222568998931177,0.1664238294850601,0.0635870651796454,0.0636172282416458,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
6,3,0.342695079,0.1248380751008409,0.2229896038626852,0.2231134036837113,0.3393987282033918,-0.0798985453898049,-0.0511143464733395,0.0951064641986764,0.0279294613602244,-0.0069769697066055,0.011114485383494,0.0002036448825573,0.193834168363626,-0.1936849318633466,0.0002879296268494,9.5748080414e-05,4.56085126591e-05,0.0002923397993634,-0.0461707761312654,0.0092046948072419,-0.0023581171949849,-0.0544766299547658,-0.0497554649716405,-0.0502420515714575,0.1190390813168422,-0.2062926078758827,-0.0082520345894618,0.1156057475606074,0.1700910930589719,0.0611072290934654,0.0616649490065257,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
7,25,0.3421278697,0.1239025018101072,0.1900243813328265,0.1900612352056875,0.3019887093610367,-0.1085873871330235,-0.0667798379679808,0.0690733203353531,0.0327291929264972,-0.0027581594448457,0.0048422251091193,2.91305656318e-05,0.1882462045008163,-0.1882076072370208,9.75882479417e-05,-3.90406975505e-05,0.000194030636471,0.0001737965837232,-0.0535142226584406,0.0035561905100311,-0.0014256271738993,-0.0607911327048281,-0.0350909012894302,-0.0354941339925286,0.138394092634116,-0.1861966865659478,-0.0090908188209199,0.1185216822579736,0.167222599618104,0.0560338705762488,0.056042922751897,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
8,4,0.3526234786,0.1264039576255319,0.1937401989475849,0.1938838147736548,0.2981764780507886,-0.1086671066583885,-0.0509611710127577,0.0741134221740075,0.0353019595707608,-0.0071304123964356,0.0091627653862468,0.0001799019361673,0.1890197252116984,-0.1890028204629859,0.0001709162361812,1.75310642926e-05,8.56548987276e-05,0.0002152857720895,-0.0581797169964119,0.007005467170795,-0.0033935731531548,-0.0623242139063462,-0.0442625699319292,-0.0448059908943539,0.1235338299334547,-0.2064181988465291,-0.0105924663832159,0.1075440500805433,0.1730833484514188,0.0517108061028361,0.0521072198100721,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
9,26,0.3492056589,0.1251872514398031,0.1615556860750973,0.1615814276171524,0.2645957425307564,-0.1359136219462474,-0.0703128080473225,0.0481140599965774,0.039726515183067,-0.0015932625084842,0.0008877118908714,4.28049590694e-05,0.1841217531571989,-0.1837237376062099,0.0004022671122866,0.000235487621301,4.07395512703e-05,0.0003429966432611,-0.0654762272304507,5.3763860883e-05,-0.0019816678955459,-0.0691038322863443,-0.0283058480938317,-0.0288851513736234,0.1454603315949098,-0.1803128936623823,-0.0127267582524917,0.1131160425327258,0.1662686132850455,0.050202714731758,0.0503887194947239,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
