,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,x_c13,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,y_c13,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,z_c13,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12,q_c13
0,21,0.4436672666,-0.3133780378340876,-0.0236235828160543,-0.0052626464747577,-0.0731679800644464,-0.4545190192364947,-0.1923738882502839,-0.2015558872095238,0.2512934910715416,-0.204381410203405,-0.213212005060707,-0.0852248728262538,-0.1774692632167085,-0.0234843131050737,0.2179393578184716,-0.0087922058913032,-0.0135610036291979,0.0703005763155389,0.1475969996968152,-0.130928299117143,0.3322809840091022,0.2829773078659409,-0.2236637914190908,-0.1815177145345026,-0.1809448887559083,-0.0446730548659149,0.0750061498004583,-0.2380288293604756,-0.1733195539531423,-0.32905177739725,-0.1138012375707978,-0.3145849471305178,-0.1260334686132521,-0.2599350109987603,-0.1069273748580007,-0.0849017410835537,-0.1399097636054597,0.1985138250854609,-0.0004057803311539,-0.1242762989479786,-0.327464453524937,-0.0345835527135519,0.0058468211080031,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
1,0,0.4436672666,-0.3133780378340876,-0.0236235828160543,-0.0052626464747577,-0.0731679800644464,-0.4545190192364947,-0.1923738882502839,-0.2015558872095238,0.2512934910715416,-0.204381410203405,-0.213212005060707,-0.0852248728262538,-0.1774692632167085,-0.0234843131050737,0.2179393578184716,-0.0087922058913032,-0.0135610036291979,0.0703005763155389,0.1475969996968152,-0.130928299117143,0.3322809840091022,0.2829773078659409,-0.2236637914190908,-0.1815177145345026,-0.1809448887559083,-0.0446730548659149,0.0750061498004583,-0.2380288293604756,-0.1733195539531423,-0.32905177739725,-0.1138012375707978,-0.3145849471305178,-0.1260334686132521,-0.2599350109987603,-0.1069273748580007,-0.0849017410835537,-0.1399097636054597,0.1985138250854609,-0.0004057803311539,-0.1242762989479786,-0.327464453524937,-0.0345835527135519,0.0058468211080031,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
2,22,0.4477031627,-0.3133780378340876,-0.0236235828160543,-0.0052626464747577,-0.0731679800644464,-0.4545190192364947,-0.1923738882502839,-0.2015558872095238,0.2512934910715416,-0.204381410203405,-0.213212005060707,-0.0852248728262538,-0.1774692632167085,-0.0234843131050737,0.2179393578184716,-0.0087922058913032,-0.0135610036291979,0.0703005763155389,0.1475969996968152,-0.130928299117143,0.3322809840091022,0.2829773078659409,-0.2236637914190908,-0.1815177145345026,-0.1809448887559083,-0.0446730548659149,0.0750061498004583,-0.2380288293604756,-0.1733195539531423,-0.32905177739725,-0.1138012375707978,-0.3145849471305178,-0.1260334686132521,-0.2599350109987603,-0.1069273748580007,-0.0849017410835537,-0.1399097636054597,0.1985138250854609,-0.0004057803311539,-0.1242762989479786,-0.327464453524937,-0.0345835527135519,0.0058468211080031,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
3,1,0.4405333699,-0.3133780378340876,-0.0236235828160543,-0.0052626464747577,-0.0731679800644464,-0.4545190192364947,-0.1923738882502839,-0.2015558872095238,0.2512934910715416,-0.204381410203405,-0.213212005060707,-0.0852248728262538,-0.1774692632167085,-0.0234843131050737,0.2179393578184716,-0.0087922058913032,-0.0135610036291979,0.0703005763155389,0.1475969996968152,-0.130928299117143,0.3322809840091022,0.2829773078659409,-0.2236637914190908,-0.1815177145345026,-0.1809448887559083,-0.0446730548659149,0.0750061498004583,-0.2380288293604756,-0.1733195539531423,-0.32905177739725,-0.1138012375707978,-0.3145849471305178,-0.1260334686132521,-0.2599350109987603,-0.1069273748580007,-0.0849017410835537,-0.1399097636054597,0.1985138250854609,-0.0004057803311539,-0.1242762989479786,-0.327464453524937,-0.0345835527135519,0.0058468211080031,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
4,23,0.452173931,-0.3122184249909678,-0.0263676827172021,-0.0039990114376664,-0.0710472197132915,-0.4542962019728914,-0.1915676047289197,-0.1999354414402311,0.2512069189629077,-0.2042605015723569,-0.212352060482968,-0.0830425381027683,-0.1774553205148528,-0.024750972360171,0.2186944609409397,-0.0090073561459896,-0.0133557206877836,0.0687777310674668,0.1431524645320804,-0.1308620331060756,0.3290289218756241,0.2804857754205244,-0.2234179126317995,-0.1812260746310351,-0.1828356010546944,-0.0449688990072282,0.0742599511608391,-0.2381635535226717,-0.1741926364889792,-0.3294880037597319,-0.1147733786450874,-0.3143803409299701,-0.1272105580372676,-0.2593504569487418,-0.1139102907264179,-0.0909829324120839,-0.1396805954211419,0.1953335901068678,-0.003715952796123,-0.1276306741503096,-0.3298829211868661,-0.0348771954288032,0.0049081740398377,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
5,2,0.4383426875,-0.3148036225028489,-0.0240103008626609,-0.002533439207276,-0.0725078087812835,-0.4545747258683912,-0.1912341800196811,-0.2002454671649622,0.2510810892403861,-0.2036885209600076,-0.213060686320322,-0.084159044992941,-0.1763226429566338,-0.0242259446667574,0.2181511422159375,-0.0089728927173018,-0.0133389544432496,0.0660394326500878,0.1457968052213341,-0.1307745027532089,0.3291709772348545,0.2802675587019648,-0.2236949480029091,-0.1829215000129786,-0.1811312823833746,-0.0432309941382612,0.0724372567119634,-0.2369803167942831,-0.172964967593622,-0.3285043692159635,-0.1155868425417934,-0.3150756446978786,-0.1266812819830296,-0.2612650895054524,-0.1135621236867383,-0.0913869112210115,-0.1396475717373857,0.1953624864060952,-0.0038457909275975,-0.1270066625354924,-0.3303378790840205,-0.0341607248828231,0.0058975570493394,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
6,24,0.4589861137,-0.3108680406351945,-0.0291560390746077,-0.002919531253725,-0.068796606617106,-0.4539594202086722,-0.1908465672081899,-0.1982535295912168,0.2511375544478062,-0.2040776313295006,-0.2115674229268987,-0.0811051986795925,-0.17725863607542,-0.0259569129020718,0.2195182015638537,-0.0091385635132635,-0.0132378455960385,0.0675738706666871,0.1384342589513996,-0.1307157073258694,0.3258028883994843,0.2780856175156284,-0.2231445913757098,-0.1807703926559363,-0.1849140413102642,-0.0452793877188043,0.0735094133191609,-0.2384436290065922,-0.175265233079804,-0.330073838182283,-0.1155541066588546,-0.3142487627172055,-0.1282742265081157,-0.2586724078257678,-0.1205809581694422,-0.0972082917872521,-0.1394143977683386,0.1921639175950412,-0.0070334111304576,-0.1308933340599448,-0.3324860154216047,-0.0354059333610582,0.0037395912294279,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
7,3,0.4393804298,-0.3165213765192682,-0.0240872519889698,0.0001599105774151,-0.0718492337090331,-0.4546310533008759,-0.1899219022363575,-0.1990155441960611,0.2508683277224303,-0.2029797459729935,-0.2129283314961874,-0.0833005862501469,-0.1750644918153168,-0.0248212720865951,0.2183929983525197,-0.009041676401322,-0.0131793523637714,0.0615627899611506,0.1441085976272964,-0.1304946310172155,0.3261571651534249,0.2774834287456368,-0.2237773030615516,-0.1844492429805951,-0.1812490855669329,-0.0420558980698944,0.0701316092392549,-0.2359104521248563,-0.1726488204947002,-0.3279551905902507,-0.1172634159153821,-0.315491905709694,-0.1273916316235325,-0.2627091232708563,-0.120337147846599,-0.0976661658643404,-0.1393466815633662,0.1920440928814231,-0.0071517176797977,-0.1295245676552522,-0.3332803311772781,-0.033592999391648,0.0063244811680346,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
8,25,0.4649790225,-0.3094546319829058,-0.0319004119530916,-0.0019132909002085,-0.06648906853687,-0.45355484892083,-0.1900692138595771,-0.1965401589994228,0.2510751291881005,-0.2038292233711881,-0.2108403595827023,-0.0793233583043284,-0.1769182609290679,-0.0271428522514792,0.2204038340184614,-0.0092197509658709,-0.0131461359527251,0.0665569552511249,0.1336457742874487,-0.130513873083619,0.3226384277204642,0.2757531970322757,-0.2228651906323421,-0.1803463427027256,-0.18693982453035,-0.0455899920092833,0.0727642617823718,-0.2387844638002208,-0.1764145685707874,-0.3307647897196933,-0.1161801158647499,-0.3141408369103785,-0.1293098801157517,-0.2579975187261663,-0.1270619383641936,-0.1035244103441706,-0.139119005321109,0.1889883039422586,-0.0103317244461013,-0.1341734640155012,-0.3351057092156569,-0.0361000875955632,0.0024150804488485,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
9,4,0.4406106371,-0.3183962871746031,-0.0239501318788176,0.0027285514770623,-0.0711051746759339,-0.4546854489120841,-0.1886209827383507,-0.1979116504423434,0.2506550171535146,-0.2023433567119915,-0.2128217483694324,-0.0825146935084123,-0.1738016445889053,-0.0253204530078304,0.2186574864316922,-0.0090315193732415,-0.0130661474676994,0.0570288122278337,0.1423919193118337,-0.130132952895146,0.3234027182337737,0.2747579600103137,-0.2238950224804561,-0.1860403113488143,-0.1813190827025356,-0.0411867478369631,0.0681417669825635,-0.2348851703184479,-0.1724311861318778,-0.3274190852509585,-0.1188660161169953,-0.3158525201166048,-0.1281596183452851,-0.2642009489269936,-0.1271536515208945,-0.103742655769287,-0.1390136106061364,0.1886323641433389,-0.0103721041767281,-0.1318589255828255,-0.3362933571379682,-0.0329202996536112,0.0070639901611378,0.7009004938443082,-0.9891685370720623,-0.9957486780186164,0.9247919900323367,0.2601787127880094,-0.805871679189465,0.8690207145739897,0.0176786398462711,0.3144271706193382,-0.3998535009463813,0.4550182921582518,-0.499605228277883,0.072606333909565,0.075625275732338
