,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9
0,21,0.3015198756,0.1115658879136465,0.3257475197082961,0.3257573365436544,0.4851245785988693,0.0092373021098317,-0.0392946650675174,0.1681362501929576,0.0149381667283377,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733069,0.0171071014530122,-0.006373112160912,-0.0312728424348636,-0.070887606146093,-0.0709099953956766,0.102294050247618,-0.2240308067919289,0.013821923179457,0.1390560771656537,0.1545700740229344,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
1,22,0.3014337193,0.1115658879136465,0.3257475197082961,0.3257573365436544,0.4851245785988693,0.0092373021098317,-0.0392946650675174,0.1681362501929576,0.0149381667283377,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733069,0.0171071014530122,-0.006373112160912,-0.0312728424348636,-0.070887606146093,-0.0709099953956766,0.102294050247618,-0.2240308067919289,0.013821923179457,0.1390560771656537,0.1545700740229344,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
2,23,0.3016590738,0.1115658879136465,0.3257475197082962,0.3257573365436544,0.4851245785988693,0.0092373021098317,-0.0392946650675174,0.1681362501929576,0.0149381667283377,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.0171071014530121,-0.006373112160912,-0.0312728424348636,-0.070887606146093,-0.0709099953956766,0.102294050247618,-0.224030806791929,0.013821923179457,0.1390560771656538,0.1545700740229345,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
3,24,0.3046792373,0.1115658879136465,0.3257475197082964,0.3257573365436544,0.4851245785988692,0.0092373021098316,-0.0392946650675175,0.1681362501929576,0.0149381667283377,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.017107101453012,-0.006373112160912,-0.0312728424348636,-0.070887606146093,-0.0709099953956766,0.102294050247618,-0.2240308067919289,0.013821923179457,0.1390560771656538,0.1545700740229344,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
4,25,0.3100832307,0.1115658879136465,0.3257475197082964,0.3257573365436545,0.4851245785988694,0.0092373021098317,-0.0392946650675175,0.1681362501929577,0.0149381667283377,-0.0158365575502322,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.0171071014530119,-0.0063731121609121,-0.0312728424348636,-0.070887606146093,-0.0709099953956766,0.102294050247618,-0.224030806791929,0.0138219231794569,0.1390560771656537,0.1545700740229343,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
5,26,0.3202632593,0.1115658879136465,0.3257475197082963,0.3257573365436547,0.4851245785988694,0.0092373021098318,-0.0392946650675175,0.1681362501929577,0.0149381667283376,-0.0158365575502321,0.0223932484436483,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.0171071014530118,-0.0063731121609121,-0.0312728424348636,-0.0708876061460931,-0.0709099953956766,0.1022940502476181,-0.224030806791929,0.0138219231794569,0.1390560771656537,0.1545700740229344,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
6,27,0.332188831,0.1115658879136465,0.3257475197082965,0.3257573365436547,0.4851245785988695,0.0092373021098318,-0.0392946650675174,0.1681362501929577,0.0149381667283377,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.0171071014530118,-0.0063731121609121,-0.0312728424348636,-0.0708876061460931,-0.0709099953956766,0.1022940502476181,-0.224030806791929,0.0138219231794569,0.1390560771656537,0.1545700740229344,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
7,28,0.3417233179,0.1115658879136465,0.3257475197082964,0.3257573365436547,0.4851245785988695,0.0092373021098318,-0.0392946650675175,0.1681362501929577,0.0149381667283377,-0.015836557550232,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733067,0.0171071014530118,-0.0063731121609121,-0.0312728424348636,-0.0708876061460931,-0.0709099953956766,0.1022940502476181,-0.224030806791929,0.0138219231794569,0.1390560771656537,0.1545700740229345,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
8,29,0.3569076495,0.1115658879136465,0.3257475197082964,0.3257573365436546,0.4851245785988694,0.0092373021098318,-0.0392946650675175,0.1681362501929577,0.0149381667283376,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.0171071014530118,-0.0063731121609121,-0.0312728424348636,-0.0708876061460931,-0.0709099953956766,0.1022940502476181,-0.224030806791929,0.0138219231794569,0.1390560771656536,0.1545700740229345,0.1082397053160237,0.1082783728838189,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
9,30,0.3788444846,0.1115658879136465,0.3257475197082965,0.3257573365436546,0.4851245785988694,0.0092373021098317,-0.0392946650675175,0.1681362501929577,0.0149381667283377,-0.0158365575502321,0.0223932484436484,-6.0396906553e-06,0.2183035845120819,-0.2182538774624229,5.6627136664e-06,1.1697341079e-05,-1.5924692875e-06,4.60353452584e-05,-0.0245096497733068,0.0171071014530117,-0.0063731121609122,-0.0312728424348636,-0.0708876061460931,-0.0709099953956766,0.1022940502476181,-0.224030806791929,0.0138219231794569,0.1390560771656537,0.1545700740229345,0.1082397053160237,0.1082783728838188,-0.2726790139344138,-0.6400332093726316,-0.6400332093726316,0.7275073962195702,0.7370389211036157,0.4055227484007535,-0.5951662661626527,0.0947249840519477,0.0915588245332214,0.0915588245332214
