scan_point,dihedral,close_range,mid_range,far_range,total,rmsd_atoms,rmsd_charges,path,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
angle_6,6,1.131100624,0.410927956,0.1952654231,0.7331400062,0.0,0.0,/home/boittier/FDCM/angle_10/angle_6,0.1046568405851673,0.1844750187955066,0.3369929073754803,-0.3030174433948275,0.3286840302753739,0.0333910129710741,-0.4889002086491574,0.448869297641056,4.78988898341e-05,-7.50421619844e-05,1.13659193715e-05,-5.63584160719e-05,-0.0804306473380916,-0.1416175337706624,0.0949207067340787,0.2609133506145523,-0.1406581631367992,-0.074206972789132,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_5,5,1.424804449,0.5888213342,0.3172739903,0.9475673693,0.0,0.0,/home/boittier/FDCM/angle_10/angle_5,0.1032736270786941,0.182645240943979,0.3375077471179959,-0.302763756209331,0.32875689291223,0.0334678019208891,-0.489217034403382,0.4486800661072319,9.37837099051e-05,-0.000140421113448,7.9802297086e-06,-0.0001066958946241,-0.0797942864002845,-0.1406214528143882,0.0941034889622963,0.2607160173680561,-0.1400689003458882,-0.0730095186335416,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_4,4,1.789947203,0.8095542202,0.4545487647,1.215567092,2.1073424255447017e-08,0.0,/home/boittier/FDCM/angle_10/angle_4,0.1013312796341011,0.1802091728858164,0.3382239037007054,-0.3024378104544052,0.3287672499834199,0.0334630526777651,-0.4895021967607059,0.448513715579464,0.0001294585303066,-0.0001969321687677,-5.5896469855e-06,-0.0001723359594001,-0.0788381864275807,-0.1392623075454629,0.0930060965884496,0.2604437348076066,-0.1393710987465191,-0.0713834386087248,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_3,3,2.174230046,1.03718167,0.5898032025,1.496443022,0.0,0.0,/home/boittier/FDCM/angle_10/angle_3,0.0989969685202214,0.1773431515311563,0.3390288104168587,-0.3020814545139408,0.3287151165529213,0.0333462359718411,-0.48975433581019,0.4483656077863326,0.0001574977379974,-0.0002457354773608,-2.47550888082e-05,-0.000247188058914,-0.0775773826411047,-0.1375537477207508,0.0917151428070241,0.2601323913292487,-0.138627858555644,-0.069475550401514,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_2,2,2.551238114,1.257148918,0.7169071566,1.770682781,0.0,0.0,/home/boittier/FDCM/angle_10/angle_2,0.0964164106267025,0.1742114019237367,0.3398494751570733,-0.3017143998519878,0.3286033564585712,0.0330994338225381,-0.4899746471954429,0.4482305761801972,0.0001799897290409,-0.0002884748213309,-4.71549001509e-05,-0.0003271828092762,-0.0760513595254105,-0.1355433177590693,0.0903040720967206,0.2598038962551882,-0.1378705475000745,-0.0674013113494769,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_1,1,2.911035347,1.462238655,0.8324833513,2.030109166,0.0,0.0,/home/boittier/FDCM/angle_10/angle_1,0.0937016541162137,0.170944898837853,0.3406339548414302,-0.3013471418293843,0.3284319821978527,0.032709159732451,-0.4901634503840937,0.448102255317538,0.0001984890062782,-0.0003265202237087,-7.14778175416e-05,-0.0004096468818671,-0.0743043798343733,-0.1332866291774999,0.0888232715769657,0.2594728274403382,-0.1371156322445105,-0.0652435225759247,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_7,7,1.001824648,0.3648948267,0.1555590304,0.6485517056,0.0,0.0,/home/boittier/FDCM/angle_10/angle_7,0.1048453014436177,0.1843037049928528,0.3367243389007892,-0.3031471046088829,0.3287963171656059,0.0334755047403118,-0.4892277066772649,0.4486623049704033,9.62610250203e-05,-0.0001610984183663,3.60681031924e-05,-7.64799053929e-05,-0.0803522077623671,-0.1412384508585394,0.0948958525019088,0.2610337011573971,-0.140731244023942,-0.0743251698099233,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_8,8,1.120214399,0.4923911082,0.2443735444,0.7528310806,0.0,0.0,/home/boittier/FDCM/angle_10/angle_8,0.1057879851011153,0.1849263799386732,0.3360758558035181,-0.3034371153582129,0.328875798268071,0.0335375660954931,-0.4895276125758643,0.4484673025026559,0.0001327723545993,-0.0002474033228822,6.72917354462e-05,-8.64831707939e-05,-0.0804209797627558,-0.1410215335225807,0.0952377503702156,0.2612980187154042,-0.141172031079787,-0.0751042258110182,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_9,9,1.391615615,0.6744207454,0.3559615127,0.9579822368,2.1073424255447017e-08,0.0,/home/boittier/FDCM/angle_10/angle_9,0.1073184559431691,0.1861860952552933,0.3351633386816922,-0.3037835528557644,0.3289253038441738,0.0336009721860942,-0.4897953488365132,0.4482866299857842,0.0001581058021619,-0.0003265767146204,0.0001012247793068,-8.50238055269e-05,-0.0805229040120283,-0.1408492203917614,0.095839853753376,0.2616347194607502,-0.1418142400915149,-0.0764202706325502,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_10,10,1.72158636,0.8585194186,0.4592754558,1.193810694,2.1073424255447017e-08,0.0,/home/boittier/FDCM/angle_10/angle_10,0.1092490376108672,0.1879080018022367,0.3340958274029693,-0.3041260728558327,0.3289541127271934,0.033683531472251,-0.4900304820240851,0.4481197780152956,0.000174013963485,-0.0003980337716897,0.0001365711163565,-7.20624589676e-05,-0.080561013657753,-0.1406239678434363,0.0966003250755289,0.2620019993525335,-0.1425525803471839,-0.0781439369940934,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_11,11,2.070791415,1.032310469,0.5492950421,1.434851576,2.1073424255447017e-08,4.2146848510894035e-08,/home/boittier/FDCM/angle_10/angle_11,0.1114065818554198,0.1899257677376656,0.3329539134352206,-0.3044364846203307,0.3289698653195501,0.033794156408932,-0.4902361984589299,0.4479658783735771,0.0001826468308429,-0.0004627864209091,0.0001730278504938,-4.79651787889e-05,-0.0804627661353514,-0.1402710983872613,0.0974447010457461,0.2623823605499391,-0.1433401308751022,-0.080170879014571,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
