scan_point,dihedral,close_range,mid_range,far_range,total,rmsd_atoms,rmsd_charges,path,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
water0_2_1_1_new,new,2.976185228,1.464230867,0.808770872,2.051446928,0.39335304253634007,0.6294309486681522,/home/boittier/FDCM/water_0/water0_2_1_1_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_3_1_2_new,new,1.356984135,0.6420315171,0.3689383188,0.9322250171,0.15059040980040977,0.21060658549044078,/home/boittier/FDCM/water_0/water0_3_1_2_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_1_2_1_new,new,3.426878197,1.800663704,1.056908677,2.411487359,0.39335304253634007,0.6618640219173961,/home/boittier/FDCM/water_0/water0_1_2_1_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_1_1_1_new,new,2.706676317,1.293491992,0.6934024994,1.841980865,0.4117690086481503,0.6576676577180027,/home/boittier/FDCM/water_0/water0_1_1_1_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_2_3_1_new,new,4.606686058,2.559988798,1.566581238,3.329728405,0.3873341579065468,0.6751869816427658,/home/boittier/FDCM/water_0/water0_2_3_1_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_2_1_3_new,new,2.877914815,1.519841336,0.8698975394,2.023508763,0.28509351524901433,0.5105880991157501,/home/boittier/FDCM/water_0/water0_2_1_3_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_1_2_3_new,new,2.955394302,1.555188922,0.8866818493,2.075475993,0.28509351524901433,0.4905153035508616,/home/boittier/FDCM/water_0/water0_1_2_3_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_2_2_1_new,new,3.689769494,1.952089006,1.153334636,2.61371752,0.3763668067418507,0.6368659917719097,/home/boittier/FDCM/water_0/water0_2_2_1_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_2_1_2_new,new,1.161170316,0.5522543097,0.3173313428,0.7943909711,0.10796610071409576,0.1500191935186837,/home/boittier/FDCM/water_0/water0_2_1_2_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_1_1_3_new,new,2.925357309,1.572135112,0.9230370892,2.062035169,0.28820245497037256,0.5126801023624034,/home/boittier/FDCM/water_0/water0_1_1_3_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_1_3_2_new,new,1.211362586,0.5567280402,0.324250107,0.8265140231,0.15059040980040977,0.21034855570715733,/home/boittier/FDCM/water_0/water0_1_3_2_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_1_2_2_new,new,1.039256943,0.4681584615,0.2649498123,0.7011405714,0.10796610071409576,0.153141338533134,/home/boittier/FDCM/water_0/water0_1_2_2_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_3_3_3_new,new,2.71202297,1.266647083,0.5919097828,1.854750447,0.37521106556602335,0.5849883086915016,/home/boittier/FDCM/water_0/water0_3_3_3_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
water0_3_3_2_new,new,1.713994126,0.844179213,0.4949968461,1.201679601,0.1656725958330601,0.23367037735939605,/home/boittier/FDCM/water_0/water0_3_3_2_new,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
