frame,error,x_c0,y_c0,z_c0,q_c0,x_c1,y_c1,z_c1,q_c1,x_c2,y_c2,z_c2,q_c2,x_c3,y_c3,z_c3,q_c3,x_c4,y_c4,z_c4,q_c4,x_c5,y_c5,z_c5,q_c5,x_c6,y_c6,z_c6,q_c6,x_c7,y_c7,z_c7,q_c7,x_c8,y_c8,z_c8,q_c8,x_c9,y_c9,z_c9,q_c9,x_c10,y_c10,z_c10,q_c10,x_c11,y_c11,z_c11,q_c11,x_c12,y_c12,z_c12,q_c12,x_c13,y_c13,z_c13,q_c13,x_c14,y_c14,z_c14,q_c14,x_c15,y_c15,z_c15,q_c15,x_c16,y_c16,z_c16,q_c16,x_c17,y_c17,z_c17,q_c17,x_c18,y_c18,z_c18,q_c18,x_c19,y_c19,z_c19,q_c19,x_c20,y_c20,z_c20,q_c20,x_c21,y_c21,z_c21,q_c21,x_c22,y_c22,z_c22,q_c22,x_c23,y_c23,z_c23,q_c23
0,0.6048313368,-0.1511669006905905,-0.0125205080660381,-0.3009546673817446,0.6959175615854226,0.0474793268159776,-0.0448160165760863,-0.5540073402545533,-0.4294665048044459,-0.0303087089621449,-0.0737494399439155,-0.0940580073204633,0.7289443612696791,-0.0484324333694345,-0.0906052703299403,-0.2967324551556048,-0.8899528116456963,0.1134949333520291,-0.0205956626793053,-0.094869474956069,0.482117490354428,0.1750645527299503,-0.0408582511922372,-0.3388986014628343,-0.6035297564939646,-0.0512725901124041,-0.0113095585349912,-0.3899208291163174,0.0604057803354635,0.0402212314803872,-0.0156216503795972,0.2803426171814355,0.6991174418445399,-0.3732678832076764,0.002434991340746,0.1726178458321595,-0.4131324281244263,0.1890038056455368,-0.0079270021176458,0.1412271828143942,-0.928601460394253,-0.2284379890776629,-0.4376259741636873,-0.2747907217437635,-0.1057946580878595,0.1689896717134728,-0.0098792904489314,0.2245153008023379,0.9961038253671308,0.3951233293785993,-0.187597514858957,0.3535788427940305,-0.3737552305035935,0.0035938311213329,-0.052334704861025,0.2791813971948882,0.9714181100989372,0.0316520360025019,0.2172015116267493,-0.0458621142561087,-0.997339824246356,-0.2547335832652525,-0.0392340224817001,-0.2547994420828579,0.7637225416907655,0.0228426274495544,-0.2770293774794315,-0.0594708829227302,-0.9974375214017446,-0.3579236333747425,0.068922022168436,-0.2555143153950251,-0.4871145088925188,0.4041885527943012,-0.2885040461810187,-0.2904801826170487,0.4662300369825688,0.0139231549554337,0.0529505210921279,0.5443694679982085,0.6223673236702755,-0.2930284467465414,-0.0697768179503335,-0.0937800801338061,0.9509229066582735,-0.3580337004535861,-0.0833831272919675,-0.1611398835396221,-0.9922381659518612,-0.0374039578452158,-0.0529503561519121,-0.3948334123246614,-0.6086911331096487,-0.0041440951302706,-0.0182768192478442,-0.0512090071367665,0.3897866237988844
1,0.545979418,-0.1545791175764812,-0.0110272479091864,-0.297254855997339,0.6959175615854226,0.0496421487939374,-0.0459163885169852,-0.556810745948153,-0.4294665048044459,-0.0313434674536607,-0.0725376432838943,-0.0943407103313402,0.7289443612696791,-0.0489271292103142,-0.0910976984767721,-0.3005311412951416,-0.8899528116456963,0.118068574357889,-0.0194832423480447,-0.0965654893766471,0.482117490354428,0.1704635624122716,-0.0424717612390678,-0.3400481287982118,-0.6035297564939646,-0.049800871102591,-0.0112849325439345,-0.38892835477245,0.0604057803354635,0.0378788758018086,-0.0191843327555668,0.2857561638932821,0.6991174418445399,-0.3717503922521776,0.005931290758397,0.1653322029887384,-0.4131324281244263,0.1897776994960317,-0.0041235831442484,0.1333764922395043,-0.928601460394253,-0.2276963900201488,-0.4383833131187007,-0.2750509667713603,-0.1057946580878595,0.1648766974656304,-0.0069750441056428,0.2233154382884379,0.9961038253671308,0.3980055622794246,-0.1886449401468939,0.3540189083888677,-0.3737552305035935,0.0045510850891366,-0.0547278048463939,0.2824257975061098,0.9714181100989372,0.027157685735527,0.2188897218094519,-0.0473045181576434,-0.997339824246356,-0.2526683236678695,-0.0416177264662537,-0.2491715736362904,0.7637225416907655,0.0187725874353279,-0.2737439052532945,-0.0609108602196336,-0.9974375214017446,-0.3631159332507763,0.0699236335405126,-0.2617913961017774,-0.4871145088925188,0.408427486890955,-0.2904122026349063,-0.2850880188291615,0.4662300369825688,0.0100230481960767,0.0512933545275927,0.5539968283217805,0.6223673236702755,-0.2862773745608542,-0.0672789423768711,-0.0891731850551979,0.9509229066582735,-0.3608679240513116,-0.08687361518961,-0.1710218204540502,-0.9922381659518612,-0.038683867834823,-0.061608161225794,-0.3949539968276885,-0.6086911331096487,-0.003562676766856,-0.00986047912142,-0.0536232613284004,0.3897866237988844
2,0.603940054,-0.1571811177805637,-0.0109263032208009,-0.2930457901247176,0.6959175615854226,0.0507135411120775,-0.0460282587045646,-0.5598094452152469,-0.4294665048044459,-0.032606479896098,-0.0712872174288737,-0.0947386160694633,0.7289443612696791,-0.0493404556985697,-0.0912603888333019,-0.3033149797290433,-0.8899528116456963,0.1208139328006054,-0.0170510811603685,-0.098414369567471,0.482117490354428,0.1674434974029406,-0.0450290448651124,-0.3408378421871932,-0.6035297564939646,-0.0487395435354916,-0.0113413030224794,-0.387858724383875,0.0604057803354635,0.0351559398059046,-0.0194130790154653,0.2867619426725156,0.6991174418445399,-0.3699279639898622,0.0053772687692537,0.1626937963457179,-0.4131324281244263,0.1913888093993154,-0.0032989727872184,0.1297747389006746,-0.928601460394253,-0.2276804480086106,-0.4375909040411058,-0.2743199973735483,-0.1057946580878595,0.1606705144682681,-0.0079323142878111,0.2208557581499874,0.9961038253671308,0.4012294995424061,-0.1868963259720682,0.3559563951030568,-0.3737552305035935,0.0052836104910346,-0.0518452144501619,0.2822277166285092,0.9714181100989372,0.023794677219982,0.2137177901253967,-0.0451275292720226,-0.997339824246356,-0.25065555123399,-0.0371595644395218,-0.2461545352330447,0.7637225416907655,0.0147499185588074,-0.2759853715310614,-0.0600699782883227,-0.9974375214017446,-0.3682982287765293,0.0652627533835703,-0.2595709272773358,-0.4871145088925188,0.4119088107333191,-0.2878507225934113,-0.2876509475790534,0.4662300369825688,-0.5418492640587502,0.0558175273592201,-0.1298765572529743,0.6223673236702755,-0.2806119000306542,-0.0633603997905031,-0.0928641709484258,0.9509229066582735,-0.3630380169645777,-0.0918920659076146,-0.1723300657872316,-0.9922381659518612,-0.0376377759015632,-0.0613372930407576,-0.4021776590382194,-0.6086911331096487,-0.0048530916954414,-0.0099298504368796,-0.0499282105370452,0.3897866237988844
3,0.5319609631,-0.1628692268565112,-0.011152838203256,-0.2863564509823686,0.6959175615854226,0.0547566685825861,-0.0457572215314869,-0.5651225208068613,-0.4294665048044459,-0.0351911287961538,-0.0689722024911464,-0.0924907942399089,0.7289443612696791,-0.0477940002313752,-0.0924406667221566,-0.3088113620584382,-0.8899528116456963,0.1258274880807209,-0.012617115169224,-0.102224734389197,0.482117490354428,0.1619894699180686,-0.0494656559312031,-0.3395766766025834,-0.6035297564939646,-0.0474261324249192,-0.0109811276670793,-0.3860170462023287,0.0604057803354635,0.0310806298670841,-0.0202950415739219,0.2863531834558398,0.6991174418445399,-0.367138013408349,0.0058005240303856,0.1616388323399339,-0.4131324281244263,0.1947111208748399,-0.0021237589592442,0.1272149463209444,-0.928601460394253,-0.2264715298969988,-0.436278222148004,-0.2727436831184078,-0.1057946580878595,0.153094348429923,-0.0102021872166686,0.2164160332076881,0.9961038253671308,0.4069697159400566,-0.1842910469318439,0.3600142937036416,-0.3737552305035935,0.0033353589663613,-0.0504252084139832,0.277927159893341,0.9714181100989372,0.0225999030933727,0.2095524997581689,-0.0387377337952992,-0.997339824246356,-0.2501280860884865,-0.0349818636924357,-0.2481794826325555,0.7637225416907655,0.0138830529483285,-0.2768293134180738,-0.0543297816928173,-0.9974375214017446,-0.3705758834412814,0.0674112781021975,-0.2563551600353235,-0.4871145088925188,0.4120475927491843,-0.2885297927128609,-0.2902816917564948,0.4662300369825688,-0.5374641196305998,0.0523862604307,-0.1320310361470335,0.6223673236702755,-0.2772836470662804,-0.066502715693588,-0.0944149732386979,0.9509229066582735,-0.363175376963521,-0.0895354404308342,-0.175002198138321,-0.9922381659518612,-0.0339853049166738,-0.059679816471461,-0.4046455343312363,-0.6086911331096487,-0.0089048645011679,-0.0106968140753555,-0.0502290907994424,0.3897866237988844
4,0.5195213837,-0.1629776497621575,-0.0111309768069545,-0.2857077727744035,0.6959175615854226,0.0536557885965576,-0.0459764895347048,-0.5641119738294669,-0.4294665048044459,-0.035257703053925,-0.0688878889599402,-0.0931105745951011,0.7289443612696791,-0.0496474069770505,-0.0919023905790659,-0.3108399897863203,-0.8899528116456963,0.1242795155395508,-0.0119662026598314,-0.103640875583915,0.482117490354428,0.1632258700162848,-0.0503923357739894,-0.3409005585472336,-0.6035297564939646,-0.0480458083119673,-0.0113166832662072,-0.3848580356716455,0.0604057803354635,0.0296715411973348,-0.0188713018602304,0.2839638506282616,0.6991174418445399,-0.3663130893858669,0.0049897173337883,0.1617452461793913,-0.4131324281244263,0.1944529872288556,-0.0034738748239711,0.1269844672558975,-0.928601460394253,-0.2265545298951943,-0.4360253134531957,-0.2729653308945393,-0.1057946580878595,0.1520813176656445,-0.0108683382254036,0.2164654749501367,0.9961038253671308,0.4062650388260522,-0.1832510091623663,0.3600199725499683,-0.3737552305035935,0.002900541844749,-0.0519342633089233,0.2793649530712555,0.9714181100989372,0.0203890838914371,0.2092957326998371,-0.038833061312143,-0.997339824246356,-0.2505917741581299,-0.0378932539268108,-0.2458258738946424,0.7637225416907655,0.0125777488309254,-0.2748403710769461,-0.05325177954549,-0.9974375214017446,-0.3682699427821536,0.0660910315555543,-0.2599346835741502,-0.4871145088925188,0.4112253963225163,-0.2886491397053666,-0.2871825878088388,0.4662300369825688,-0.5383289479232632,0.0530316463909211,-0.1274278943177114,0.6223673236702755,-0.2799361272745316,-0.0659911683853249,-0.0954437396089811,0.9509229066582735,-0.356767700991483,-0.0907364539556572,-0.1778669708624661,-0.9922381659518612,-0.0377005641833799,-0.0601364473966613,-0.4057009374467586,-0.6086911331096487,-0.0057194236504733,-0.0093897096696391,-0.0515368890831848,0.3897866237988844
5,0.7198805524,-0.1633735894857549,-0.0086569152195278,-0.2888493044692326,0.6959175615854226,0.0531425912161681,-0.0478173643775133,-0.5599616499114326,-0.4294665048044459,-0.0368198982210569,-0.0669130579806841,-0.0977398098640549,0.7289443612696791,-0.0505096803467516,-0.0938676880451522,-0.3087259686016332,-0.8899528116456963,0.1235739620033882,-0.0142144421964454,-0.1029143717085009,0.482117490354428,0.1634026917023542,-0.0479970517496175,-0.3443112357434986,-0.6035297564939646,-0.0489362570675172,-0.0123382623567134,-0.3843625737939705,0.0604057803354635,0.03257246618972,-0.0160394736044258,0.2872154365916938,0.6991174418445399,-0.3699971744547846,0.0036557189126835,0.1568212498517347,-0.4131324281244263,0.1896782005886684,-0.0065927388072089,0.1210406950381978,-0.928601460394253,-0.2273847365216204,-0.4374319196097228,-0.2740131846492615,-0.1057946580878595,0.1547760961101134,-0.0070595989620716,0.216832022931223,0.9961038253671308,0.402423958701723,-0.1852599219227514,0.3597151777634214,-0.3737552305035935,0.0047239677291418,-0.0547444203934762,0.2865800898666784,0.9714181100989372,0.0150931679087642,0.2118266712530509,-0.044766696601099,-0.997339824246356,-0.2482606680289716,-0.0447534158531678,-0.2386629430096832,0.7637225416907655,0.0094621980593454,-0.2711769370543812,-0.0565187109585323,-0.9974375214017446,-0.3639552867471731,0.062978087004579,-0.2648514624592845,-0.4871145088925188,0.4112331416009569,-0.2878315841152784,-0.2801220867969849,0.4662300369825688,-0.0327761078852699,0.0556712211104044,0.5404320588727715,0.6223673236702755,-0.2804395940245364,-0.0648835416846893,-0.0986632163069472,0.9509229066582735,-0.3510323968968154,-0.0922028171496429,-0.1783978427285974,-0.9922381659518612,-0.0445431782601266,-0.0632455053065988,-0.4073261838111116,-0.6086911331096487,-0.0002908866599457,-0.0056354932688972,-0.0511778485849841,0.3897866237988844
6,0.8404082883,-0.1675834413722675,-0.0079162788393431,-0.2926644032226006,0.6959175615854226,0.0562359905706716,-0.0482002385230806,-0.5564093745386752,-0.4294665048044459,-0.0387566126474047,-0.0681567729731007,-0.1046478909338097,0.7289443612696791,-0.050248967359721,-0.0928363036019373,-0.3048380655687703,-0.8899528116456963,0.1248933992273338,-0.0186184477907947,-0.1040850176911128,0.482117490354428,0.1617245478970481,-0.0433066172960323,-0.3449799099484377,-0.6035297564939646,-0.0485581411232512,-0.013029756917642,-0.3838018445344134,0.0604057803354635,0.0346819100033324,-0.0105102195685627,0.2952507041119057,0.6991174418445399,-0.3734852373472766,-0.000147479654157,0.1482863151627459,-0.4131324281244263,0.1860567068912453,-0.0128623497897056,0.1097762341632993,-0.928601460394253,-0.2286985918036114,-0.4383714440784323,-0.2740647148012049,-0.1057946580878595,0.1580761999597676,-0.0041462879923496,0.212192677303442,0.9961038253671308,0.399056045206152,-0.1864004613518144,0.3630518736465935,-0.3737552305035935,0.0079466532973584,-0.0536855121475753,0.2900845674414741,0.9714181100989372,0.0080834114186192,0.2105804131545063,-0.0464564565554196,-0.997339824246356,-0.2418990295065173,-0.047593566629661,-0.2354437639244416,0.7637225416907655,0.0039715323546906,-0.2716984179803539,-0.0557511401070576,-0.9974375214017446,-0.3591505681288851,0.0664848790726969,-0.2655654866962694,-0.4871145088925188,0.4115083374090776,-0.2911921870103735,-0.2777921699226313,0.4662300369825688,-0.520086199721753,0.0516427127004292,-0.1318595511386584,0.6223673236702755,-0.2804561907924451,-0.0675680758323562,-0.1069139258683731,0.9509229066582735,-0.3452361832025411,-0.089245234420226,-0.1742492734110484,-0.9922381659518612,-0.045044927999415,-0.0657576321357982,-0.4057728173343965,-0.6086911331096487,-0.0011603116247208,-0.0013833490669956,-0.0529490539860208,0.3897866237988844
7,0.9844934701,-0.1727814534557242,-0.0106965132696161,-0.2954006325421566,0.6959175615854226,0.0596765428519959,-0.0453697637607494,-0.5532768803569219,-0.4294665048044459,-0.0424350822009581,-0.0721771040548599,-0.1084475256088729,0.7289443612696791,-0.0482074859828324,-0.0891018443920865,-0.3037887600868012,-0.8899528116456963,0.1254704081459329,-0.0238958298298576,-0.1099326520696467,0.482117490354428,0.1611173921077301,-0.0383361046527368,-0.3406041503295633,-0.6035297564939646,-0.0481011881132188,-0.0138563648733297,-0.3838185445147606,0.0604057803354635,0.0337813199651668,-0.0076008677074001,0.3027319950132791,0.6991174418445399,-0.3747227637850918,-0.001782467473107,0.1399257222143714,-0.4131324281244263,0.1860116796265895,-0.0167425264253975,0.0986253494604596,-0.928601460394253,-0.2292191449693438,-0.4393203442046363,-0.2743008867030029,-0.1057946580878595,0.1595460107556045,-0.0033990167143939,0.2078073272294211,0.9961038253671308,0.3965235160431099,-0.1863121599366762,0.3658420959520897,-0.3737552305035935,0.0117958799265616,-0.0551820727605894,0.2926869997801176,0.9714181100989372,0.0008635932209313,0.2116676301870554,-0.0481821608663532,-0.997339824246356,-0.2348805363053088,-0.0534129464302927,-0.2328978102646674,0.7637225416907655,-0.001163873555231,-0.2696114919367117,-0.0547834093665435,-0.9974375214017446,-0.3520489268068224,0.0661370731396489,-0.2670515422432137,-0.4871145088925188,0.4094927123472484,-0.2918296780844353,-0.2744112485853588,0.4662300369825688,-0.0289322085598575,0.05143192039092,0.5179509080894781,0.6223673236702755,-0.28459878180377,-0.0701016419098837,-0.1131519863894013,0.9509229066582735,-0.3354918693258637,-0.0869296395801922,-0.1731570098011001,-0.9922381659518612,-0.0491785707211944,-0.0645254922862515,-0.4057362583758206,-0.6086911331096487,0.0006420238090246,-0.0013885342986172,-0.0535143170514599,0.3897866237988844
8,0.9946366302,-0.1749269191812861,-0.0105699519813483,-0.296777510801432,0.6959175615854226,0.0603852850981216,-0.0449849001459862,-0.5509251215594105,-0.4294665048044459,-0.044941235736093,-0.0716790401318232,-0.1117433971946162,0.7289443612696791,-0.047761223920058,-0.0902068856922191,-0.3035643253563743,-0.8899528116456963,0.1259726983031837,-0.0256446178239412,-0.1122589841002286,0.482117490354428,0.1607295716866488,-0.0372723873414052,-0.3401512088024919,-0.6035297564939646,-0.048249906277393,-0.014444100254069,-0.3835641656763293,0.0604057803354635,0.0334333204802462,-0.0102439876946428,0.3042954916661602,0.6991174418445399,-0.3765614101950423,0.0010817188274526,0.1355633836304069,-0.4131324281244263,0.1852726602326178,-0.0148524315589482,0.0934858187288302,-0.928601460394253,-0.2290372878009087,-0.440432464220189,-0.2752642434625034,-0.1057946580878595,0.1598018503656451,-0.0021124342384992,0.2077022847036198,0.9961038253671308,0.3943496702928314,-0.1871697050572227,0.3660602219733403,-0.3737552305035935,0.0168629168160029,-0.0586733017043197,0.2973510059254499,0.9714181100989372,-0.0070749857958064,0.2134374580946788,-0.0519685917581422,-0.997339824246356,-0.2260835677364834,-0.061027461262622,-0.2281569117793322,0.7637225416907655,-0.006133096980532,-0.265295483036793,-0.0565756044201646,-0.9974375214017446,-0.3457793902473741,0.0614545559721393,-0.2702259837630806,-0.4871145088925188,0.4078790171583605,-0.2893082550797982,-0.2690863131150436,0.4662300369825688,-0.0321964134168879,0.056101295921764,0.5131218926258052,0.6223673236702755,-0.2859957696883509,-0.0665194694953938,-0.1189313480117861,0.9509229066582735,-0.3288215920520022,-0.0908808317353787,-0.1729608128755505,-0.9922381659518612,-0.0567635253503102,-0.0649532628072195,-0.4100561510419362,-0.6086911331096487,0.0052950083519978,-0.0006942117662755,-0.0507749622362755,0.3897866237988844
9,0.9831803663,-0.1717122246254771,-0.0061807317872589,-0.2975419080167678,0.6959175615854226,0.0562751309243559,-0.0486265165584358,-0.549161342300452,-0.4294665048044459,-0.0424960127716439,-0.067603743570791,-0.1149713590607823,0.7289443612696791,-0.0527215833512275,-0.095321792593289,-0.3034190196664352,-0.8899528116456963,0.1241718997607308,-0.0238469723067073,-0.1089947792309406,0.482117490354428,0.1624958240552959,-0.0399227349689292,-0.3456845925595003,-0.6035297564939646,-0.0495273009679742,-0.0143286768497449,-0.3826011263417949,0.0604057803354635,0.0351460277521846,-0.0121554698261127,0.3037337704112344,0.6991174418445399,-0.3796321403990118,0.0026450559478541,0.1325468932277994,-0.4131324281244263,0.1820817692692284,-0.0134100535001301,0.0905132032588457,-0.928601460394253,-0.2291907664735134,-0.4417616510704311,-0.276545357757427,-0.1057946580878595,0.1606679844142173,0.0016841646316119,0.2111489179462868,0.9961038253671308,0.3922759576825773,-0.1903569006924807,0.3637977551071153,-0.3737552305035935,0.0218465669203,-0.0605647865130759,0.3032088061224842,0.9714181100989372,-0.0133379393323875,0.2135089689327376,-0.0554850377914106,-0.997339824246356,-0.2178325216717001,-0.0655923914481362,-0.2238400967053925,0.7637225416907655,-0.0106157384681693,-0.2634068603151133,-0.0590855518509401,-0.9974375214017446,-0.3405807950488747,0.0595841792031093,-0.2694753206565787,-0.4871145088925188,0.4067367691881849,-0.2890028103680812,-0.2657540606184997,0.4662300369825688,-0.0322843190543761,0.057589058650345,0.5087620784677902,0.6223673236702755,-0.2846528394317973,-0.0683095377655139,-0.1227323861161204,0.9509229066582735,-0.3250651188038665,-0.0902628385819159,-0.1739724516858459,-0.9922381659518612,-0.0599461145679416,-0.0625717060973411,-0.4112052068126222,-0.6086911331096487,0.0064328205670973,-0.0027053396408356,-0.0513511775191007,0.3897866237988844
