scan_point,dihedral,close_range,mid_range,far_range,total,rmsd_atoms,rmsd_charges,path,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
angle_6,6,1.535889819,0.7004472003,0.4039176727,1.051012125,0.0,0.0,/home/boittier/FDCM/angle_33/angle_6,0.1053302213783548,0.1855513729582487,0.3368020971987876,-0.3031296367908747,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_5,5,1.955856414,0.9607760667,0.5753917322,1.36588459,2.1073424255447017e-08,4.2146848510894035e-08,/home/boittier/FDCM/angle_33/angle_5,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661489,-0.1422905592285246,0.0953789939131777,0.2609838806965051,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_4,4,2.436640394,1.250602751,0.7580675171,1.722996721,0.0,0.0,/home/boittier/FDCM/angle_33/angle_4,0.1053302213783549,0.1855513729582486,0.3368020971987875,-0.3031296367908747,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661489,-0.1422905592285246,0.0953789939131777,0.260983880696505,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_3,3,2.935337982,1.548331422,0.942164704,2.092234187,0.0,0.0,/home/boittier/FDCM/angle_33/angle_3,0.1053302213783549,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661489,-0.1422905592285246,0.0953789939131777,0.2609838806965051,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_2,2,3.430904516,1.841770431,1.121122623,2.456796107,2.1073424255447017e-08,4.2146848510894035e-08,/home/boittier/FDCM/angle_33/angle_2,0.1053302213783549,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131777,0.2609838806965052,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_1,1,3.905644396,2.122557894,1.290625654,2.805789195,0.0,0.0,/home/boittier/FDCM/angle_33/angle_1,0.1053302213783549,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976507,0.0332657127720717,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661487,-0.1422905592285245,0.0953789939131777,0.2609838806965052,-0.1410096707989643,-0.074822258158671,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_7,7,1.244820599,0.5138980292,0.2632458078,0.8312476461,0.0,0.0,/home/boittier/FDCM/angle_33/angle_7,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976505,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285245,0.0953789939131777,0.260983880696505,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_8,8,1.17756412,0.4746801728,0.2038828918,0.7801481996,0.0,5.960464477539063e-08,/home/boittier/FDCM/angle_33/angle_8,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908747,0.3285572375976505,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285245,0.0953789939131777,0.260983880696505,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_9,9,1.351023464,0.591904177,0.2633971932,0.9097954753,0.0,8.429369702178807e-08,/home/boittier/FDCM/angle_33/angle_9,0.1053302213783548,0.1855513729582486,0.3368020971987875,-0.3031296367908749,0.3285572375976507,0.0332657127720715,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131776,0.260983880696505,-0.1410096707989644,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_10,10,1.679782028,0.7836743829,0.3764408217,1.147668329,0.0,5.960464477539063e-08,/home/boittier/FDCM/angle_33/angle_10,0.1053302213783548,0.1855513729582484,0.3368020971987875,-0.3031296367908748,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285245,0.0953789939131777,0.260983880696505,-0.1410096707989644,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
