scan_point,dihedral,close_range,mid_range,far_range,total,rmsd_atoms,rmsd_charges,path,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5
angle_6,6,1.145891865,0.4216256314,0.2042886213,0.7444592096,0.0,0.0,/home/boittier/FDCM/angle/angle_6,0.1053302213783547,0.1855513729582486,0.3368020971987875,-0.3031296367908747,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661487,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_5,5,1.481698655,0.63064802,0.3489096617,0.9920161952,0.0,0.0,/home/boittier/FDCM/angle/angle_5,0.1053302213783548,0.1855513729582486,0.3368020971987875,-0.3031296367908747,0.3285572375976506,0.0332657127720715,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.2609838806965049,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_4,4,1.910434513,0.8951060388,0.5167815639,1.309473398,2.1073424255447017e-08,0.0,/home/boittier/FDCM/angle/angle_4,0.1053302213783547,0.1855513729582487,0.3368020971987875,-0.3031296367908748,0.3285572375976506,0.0332657127720715,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.2609838806965049,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_3,3,2.372038742,1.174373569,0.6882942193,1.650058269,0.0,0.0,/home/boittier/FDCM/angle/angle_3,0.1053302213783547,0.1855513729582487,0.3368020971987873,-0.3031296367908749,0.3285572375976506,0.0332657127720715,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661487,-0.1422905592285246,0.0953789939131777,0.2609838806965049,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_2,2,2.834496595,1.450919825,0.8554409154,1.990102,0.0,4.2146848510894035e-08,/home/boittier/FDCM/angle/angle_2,0.1053302213783547,0.1855513729582486,0.3368020971987873,-0.3031296367908748,0.3285572375976505,0.0332657127720715,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661487,-0.1422905592285246,0.0953789939131778,0.2609838806965047,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_1,1,3.283678871,1.715090773,1.013315126,2.31827192,0.0,5.960464477539063e-08,/home/boittier/FDCM/angle/angle_1,0.1053302213783547,0.1855513729582487,0.3368020971987873,-0.3031296367908748,0.3285572375976505,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661487,-0.1422905592285247,0.0953789939131778,0.2609838806965049,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_7,7,1.007961201,0.3659693515,0.1557579602,0.6521815615,0.0,0.0,/home/boittier/FDCM/angle/angle_7,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.3031296367908748,0.3285572375976506,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285246,0.0953789939131778,0.260983880696505,-0.1410096707989643,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_8,8,1.127712159,0.4965487718,0.2470240167,0.7581960999,0.0,5.960464477539063e-08,/home/boittier/FDCM/angle/angle_8,0.1053302213783548,0.1855513729582486,0.3368020971987876,-0.303129636790875,0.3285572375976507,0.0332657127720716,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285245,0.0953789939131779,0.2609838806965051,-0.1410096707989644,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_9,9,1.426254408,0.7000354429,0.3752507003,0.9854867634,2.1073424255447017e-08,0.0,/home/boittier/FDCM/angle/angle_9,0.1053302213783548,0.1855513729582486,0.3368020971987877,-0.303129636790875,0.3285572375976505,0.0332657127720717,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661488,-0.1422905592285245,0.0953789939131778,0.2609838806965051,-0.1410096707989643,-0.0748222581586712,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
angle_10,10,1.799712027,0.9144049385,0.5013798066,1.255281229,2.1073424255447017e-08,5.960464477539063e-08,/home/boittier/FDCM/angle/angle_10,0.1053302213783549,0.1855513729582487,0.3368020971987877,-0.3031296367908751,0.3285572375976507,0.0332657127720717,-0.4885572525502702,0.4490833936174006,-1.01046553958e-05,-2.207658383e-06,-2.801291613e-06,-2.84310959546e-05,-0.0807770004661487,-0.1422905592285245,0.0953789939131779,0.2609838806965052,-0.1410096707989642,-0.0748222581586711,-0.2822158592578413,-0.3116384743180583,0.1966302669268139,0.0901736565411548,0.0649113763663102,0.2421390337416208
